,nct_id,start_date,start_year,allocation,masking,were_results_reported,lead_or_collaborator,sponsor_name,agency_class,phase,agency_class_refined
4971924,NCT01559636,2012-08-31,2012.0,Non-Randomized,None (Open Label),False,lead,Centers for Disease Control and Prevention,FED,Not Applicable,FED
4971934,NCT01559675,2010-09-30,2010.0,Randomized,None (Open Label),True,lead,Cedars-Sinai Medical Center,OTHER,Not Applicable,HOSPITAL
4971946,NCT01559831,2012-06-30,2012.0,,None (Open Label),False,lead,Valneva Austria GmbH,INDUSTRY,Phase 1,INDUSTRY
4971952,NCT01560182,2010-04-09,2010.0,,None (Open Label),False,lead,Orchard Therapeutics,INDUSTRY,Phase 1/Phase 2,INDUSTRY
4971960,NCT01560286,2012-05-31,2012.0,,None (Open Label),True,lead,BioMarin Pharmaceutical,INDUSTRY,Phase 2,INDUSTRY
4971980,NCT01560507,2012-05-31,2012.0,Non-Randomized,None (Open Label),True,lead,Duke University,OTHER,Phase 2/Phase 3,UNIVERSITY
4971992,NCT01560585,2012-04-30,2012.0,,None (Open Label),True,lead,University Hospitals Cleveland Medical Center,OTHER,Phase 1/Phase 2,UNIVERSITY
4972015,NCT01560754,2012-10-31,2012.0,Randomized,Quadruple,False,lead,James BOYD MD,OTHER,Phase 2,OTHER
4973027,NCT01561053,2012-04-19,2012.0,Randomized,Triple,True,lead,"Instituto Grifols, S.A.",INDUSTRY,Phase 2/Phase 3,INDUSTRY
4973507,NCT01561079,2012-02-29,2012.0,,None (Open Label),True,lead,Johns Hopkins University,OTHER,Phase 2/Phase 3,UNIVERSITY
4973529,NCT01561430,2012-03-31,2012.0,Randomized,Triple,True,lead,Eli Lilly and Company,INDUSTRY,Phase 1/Phase 2,INDUSTRY
4974045,NCT01561742,2012-02-29,2012.0,Randomized,Double,False,lead,"The University of Texas Health Science Center, Houston",OTHER,Not Applicable,UNIVERSITY
4974151,NCT01561898,2006-06-30,2006.0,,None (Open Label),True,lead,Janssen Pharmaceutical K.K.,INDUSTRY,Phase 3,INDUSTRY
4974442,NCT01562444,2012-03-08,2012.0,,None (Open Label),True,lead,GlaxoSmithKline,INDUSTRY,Phase 4,INDUSTRY
4974458,NCT01562496,2012-01-31,2012.0,Randomized,Single,False,lead,Radboud University Medical Center,OTHER,Not Applicable,UNIVERSITY
4974490,NCT01563016,2012-04-30,2012.0,Randomized,Double,False,lead,The University of Hong Kong,OTHER,Not Applicable,UNIVERSITY
4974573,NCT01563718,2012-03-31,2012.0,Randomized,None (Open Label),False,lead,Rhode Island Hospital,OTHER,Phase 4,HOSPITAL
4974579,NCT01563731,2013-04-30,2013.0,Randomized,None (Open Label),False,lead,Istituto Auxologico Italiano,OTHER,Phase 4,OTHER
4974607,NCT01563913,2012-10-31,2012.0,Randomized,Triple,True,lead,VA Office of Research and Development,FED,Phase 1,FED
4974623,NCT01564706,2007-10-31,2007.0,,None (Open Label),True,lead,Avid Radiopharmaceuticals,INDUSTRY,Phase 1,INDUSTRY
4974638,NCT01564979,2012-04-30,2012.0,Randomized,Double,False,lead,Khon Kaen University,OTHER,Phase 2,UNIVERSITY
4974650,NCT01565291,2007-06-30,2007.0,Non-Randomized,None (Open Label),True,lead,Avid Radiopharmaceuticals,INDUSTRY,Early Phase 1,INDUSTRY
4974659,NCT01565330,2008-03-31,2008.0,Non-Randomized,Single,True,lead,Avid Radiopharmaceuticals,INDUSTRY,Phase 1,INDUSTRY
4974668,NCT01565343,2008-04-30,2008.0,Non-Randomized,Single,True,lead,Avid Radiopharmaceuticals,INDUSTRY,Phase 1,INDUSTRY
4974680,NCT01565356,2010-03-31,2010.0,,Single,True,lead,Avid Radiopharmaceuticals,INDUSTRY,Not Applicable,INDUSTRY
4974683,NCT01565369,2011-01-31,2011.0,,Single,True,lead,Avid Radiopharmaceuticals,INDUSTRY,Not Applicable,INDUSTRY
4974686,NCT01565382,2011-02-28,2011.0,,Single,True,lead,Avid Radiopharmaceuticals,INDUSTRY,Phase 3,INDUSTRY
4974689,NCT01565395,2012-03-31,2012.0,Randomized,Triple,False,lead,Beth Israel Deaconess Medical Center,OTHER,Phase 2,HOSPITAL
4974777,NCT01566162,2012-04-30,2012.0,,None (Open Label),True,lead,"Sumitomo Pharma America, Inc.",INDUSTRY,Phase 3,INDUSTRY
4976106,NCT01566370,2012-05-31,2012.0,Randomized,Quadruple,True,lead,Yale University,OTHER,Phase 2,UNIVERSITY
4976112,NCT01566591,2012-05-31,2012.0,Randomized,Triple,False,lead,Brainsway,INDUSTRY,Not Applicable,INDUSTRY
4976251,NCT01567124,2012-05-31,2012.0,Randomized,Quadruple,False,lead,Baker Heart and Diabetes Institute,OTHER,Phase 4,OTHER
4976302,NCT01567605,2012-03-31,2012.0,Randomized,Quadruple,True,lead,Simon Fraser University,OTHER,Phase 4,UNIVERSITY
4976314,NCT01567670,2011-08-31,2011.0,Randomized,Quadruple,False,lead,Lightlake Sinclair Ltd.,OTHER,Phase 2/Phase 3,OTHER
4976322,NCT01567865,2012-05-31,2012.0,Randomized,Quadruple,True,lead,PATH,OTHER,Phase 4,OTHER
4976332,NCT01568034,2009-04-30,2009.0,Randomized,Triple,True,lead,Bial - Portela C S.A.,INDUSTRY,Phase 2,INDUSTRY
4976359,NCT01568047,2010-02-28,2010.0,Randomized,Triple,True,lead,Bial - Portela C S.A.,INDUSTRY,Phase 2,INDUSTRY
4976401,NCT01568073,2011-03-31,2011.0,Randomized,Triple,True,lead,Bial - Portela C S.A.,INDUSTRY,Phase 3,INDUSTRY
4976407,NCT01568099,2012-02-29,2012.0,Randomized,Single,False,lead,Affiris AG,INDUSTRY,Phase 1,INDUSTRY
4976410,NCT01568203,2011-09-30,2011.0,Randomized,Triple,False,lead,Amgen,INDUSTRY,Phase 1,INDUSTRY
4976413,NCT01568216,2012-05-31,2012.0,Randomized,Quadruple,False,lead,Amgen,INDUSTRY,Phase 2,INDUSTRY
4977211,NCT01568229,2012-05-31,2012.0,Randomized,Quadruple,False,lead,Amgen,INDUSTRY,Phase 2,INDUSTRY
4978003,NCT01568528,2013-03-31,2013.0,Randomized,Double,True,lead,Emory University,OTHER,Phase 2,UNIVERSITY
4978009,NCT01568684,2012-03-12,2012.0,Non-Randomized,None (Open Label),False,lead,National Institute of Mental Health (NIMH),NIH,Phase 1,NIH
4978014,NCT01568749,2008-12-31,2008.0,Randomized,Double,False,lead,GlaxoSmithKline,INDUSTRY,Phase 1,INDUSTRY
4978048,NCT01569451,2012-02-29,2012.0,Randomized,Quadruple,True,lead,"University of Colorado, Denver",OTHER,Phase 2,UNIVERSITY
4978054,NCT01569464,2012-03-31,2012.0,Randomized,Double,True,lead,UCB Pharma,INDUSTRY,Phase 3,INDUSTRY
4978116,NCT01569516,2011-06-30,2011.0,Randomized,Quadruple,False,lead,"Changchun Huayang High-tech Co., Ltd",INDUSTRY,Phase 2,INDUSTRY
4978200,NCT01569633,2011-10-31,2011.0,Randomized,Double,False,lead,East Tennessee State University,OTHER,Not Applicable,UNIVERSITY
4978204,NCT01569659,2011-10-31,2011.0,Randomized,Quadruple,False,lead,Northwestern University,OTHER,Phase 4,UNIVERSITY
4978210,NCT01569685,2012-04-30,2012.0,Randomized,None (Open Label),False,lead,Charlotte Sonne,OTHER,Phase 4,OTHER
4978218,NCT01569958,2012-07-31,2012.0,Randomized,Quadruple,False,lead,Università degli Studi 'G. d'Annunzio' Chieti e Pescara,OTHER,Phase 2,UNIVERSITY
4978305,NCT01571167,2011-01-31,2011.0,Randomized,Quadruple,False,lead,Baylor College of Medicine,OTHER,Phase 1,OTHER
4978313,NCT01571362,2012-06-30,2012.0,Randomized,Double,True,lead,Pfizer,INDUSTRY,Phase 3,INDUSTRY
4978573,NCT01571505,2012-03-01,2012.0,Randomized,Single,False,lead,International Vaccine Institute,OTHER,Phase 1,OTHER
4978609,NCT01572623,2011-07-31,2011.0,Randomized,None (Open Label),False,lead,Campus Bio-Medico University,OTHER,Phase 4,UNIVERSITY
4978623,NCT01573273,2012-10-31,2012.0,Randomized,Double,True,lead,Medical University of South Carolina,OTHER,Not Applicable,UNIVERSITY
4978985,NCT01573507,2012-03-31,2012.0,,None (Open Label),False,lead,Centre Hospitalier Universitaire Vaudois,OTHER,Not Applicable,UNIVERSITY
4979031,NCT01573819,2011-11-24,2011.0,Randomized,Single,False,lead,GlaxoSmithKline,INDUSTRY,Phase 1,INDUSTRY
4979041,NCT01574014,2009-07-31,2009.0,Randomized,Triple,False,lead,"Insel Gruppe AG, University Hospital Bern",OTHER,Phase 2,UNIVERSITY
4979052,NCT01574183,2012-08-31,2012.0,Randomized,Triple,True,lead,Medical University of South Carolina,OTHER,Phase 2,UNIVERSITY
4979056,NCT01574313,2010-04-30,2010.0,Randomized,Single,False,lead,Chi Mei Medical Hospital,OTHER,Phase 4,HOSPITAL
4979069,NCT01574742,2012-06-30,2012.0,,None (Open Label),False,lead,Shalvata Mental Health Center,OTHER,Phase 1,OTHER
4979079,NCT01574885,2012-02-29,2012.0,Randomized,Triple,False,lead,Tecno Sun SRL,INDUSTRY,Phase 2,INDUSTRY
4979094,NCT01575054,2012-05-31,2012.0,Randomized,Quadruple,True,lead,Allergan,INDUSTRY,Phase 3,INDUSTRY
4979425,NCT01575470,2012-03-31,2012.0,,None (Open Label),False,lead,"The University of Texas Health Science Center, Houston",OTHER,Phase 1/Phase 2,UNIVERSITY
4979431,NCT01575639,2012-02-29,2012.0,Randomized,None (Open Label),False,lead,Lady Hardinge Medical College,OTHER_GOV,Phase 3,OTHER_GOV
4979437,NCT01575678,2012-01-31,2012.0,Randomized,Quadruple,False,lead,University of Aarhus,OTHER,Phase 2,UNIVERSITY
4979441,NCT01576354,2012-03-31,2012.0,Randomized,Quadruple,False,lead,University of Zurich,OTHER,Phase 2,UNIVERSITY
4979448,NCT01576640,2005-12-31,2005.0,,None (Open Label),False,lead,Massachusetts General Hospital,OTHER,Phase 4,HOSPITAL
4979453,NCT01576705,2012-04-02,2012.0,Randomized,Quadruple,True,lead,Institut Jerome Lejeune,OTHER,Phase 3,OTHER
4979462,NCT01576848,2011-08-31,2011.0,Randomized,Double,False,lead,Maastricht University Medical Center,OTHER,Not Applicable,UNIVERSITY
4979465,NCT01576874,2012-06-30,2012.0,Randomized,Quadruple,True,lead,"Kevin Gray, MD",OTHER,Not Applicable,OTHER
4979469,NCT01577160,2008-05-31,2008.0,,None (Open Label),True,lead,Johnson & Johnson Taiwan Ltd,INDUSTRY,Phase 4,INDUSTRY
4979472,NCT01577186,2008-07-31,2008.0,,None (Open Label),True,lead,Johnson & Johnson Taiwan Ltd,INDUSTRY,Phase 4,INDUSTRY
4979485,NCT01577732,2012-12-08,2012.0,,None (Open Label),True,lead,GlaxoSmithKline,INDUSTRY,Phase 3,INDUSTRY
4979493,NCT01577966,2012-01-31,2012.0,,None (Open Label),True,lead,University of Alabama at Birmingham,OTHER,Not Applicable,UNIVERSITY
4979496,NCT01577992,2011-12-31,2011.0,Non-Randomized,None (Open Label),False,lead,"University Hospital, Toulouse",OTHER,Not Applicable,UNIVERSITY
4979512,NCT01578161,2012-01-31,2012.0,Randomized,Triple,False,lead,Seoul National University Hospital,OTHER,Phase 4,UNIVERSITY
4979515,NCT01578330,2012-10-31,2012.0,,None (Open Label),True,lead,Novartis Pharmaceuticals,INDUSTRY,Phase 4,INDUSTRY
4979559,NCT01578486,2011-06-30,2011.0,,None (Open Label),True,lead,"University of Massachusetts, Worcester",OTHER,Phase 4,UNIVERSITY
4979569,NCT01578785,2012-03-31,2012.0,Randomized,Double,True,lead,"Teva Branded Pharmaceutical Products R&D, Inc.",INDUSTRY,Phase 3,INDUSTRY
4989709,NCT01579383,2012-04-30,2012.0,Randomized,Triple,False,lead,"Alder Biopharmaceuticals, Inc.",INDUSTRY,Phase 1,INDUSTRY
4989725,NCT01579500,2012-04-30,2012.0,Randomized,Double,False,lead,Catholic University of Korea Saint Paul's Hospital,OTHER,Phase 4,UNIVERSITY
4989777,NCT01579825,2012-04-30,2012.0,Randomized,None (Open Label),False,lead,Johns Hopkins Bloomberg School of Public Health,OTHER,Not Applicable,OTHER
4989783,NCT01580033,2012-04-30,2012.0,Randomized,Triple,False,lead,Jiangsu Province Centers for Disease Control and Prevention,NETWORK,Phase 3,NETWORK
4989789,NCT01580501,2012-03-31,2012.0,,None (Open Label),False,lead,Cedars-Sinai Medical Center,OTHER,Phase 1,HOSPITAL
4989792,NCT01580839,2012-12-06,2012.0,Randomized,Triple,False,lead,Neuroscience Trials Australia,OTHER,Phase 3,OTHER
4989803,NCT01581281,2012-06-30,2012.0,Randomized,Quadruple,True,lead,"Children's Hospital Medical Center, Cincinnati",OTHER,Phase 3,HOSPITAL
4990293,NCT01581450,2012-01-31,2012.0,Randomized,Double,False,lead,Air Liquide Santé International,INDUSTRY,Phase 1,INDUSTRY
4990324,NCT01582061,2011-08-16,2011.0,Non-Randomized,None (Open Label),True,lead,Novartis Pharmaceuticals,INDUSTRY,Phase 3,INDUSTRY
4993117,NCT01582152,2012-07-31,2012.0,Randomized,None (Open Label),True,lead,M.D. Anderson Cancer Center,OTHER,Phase 1/Phase 2,OTHER
4993129,NCT01582477,2012-03-31,2012.0,Non-Randomized,None (Open Label),True,lead,"Pacira Pharmaceuticals, Inc",INDUSTRY,Phase 4,INDUSTRY
4993134,NCT01582516,2010-06-30,2010.0,,None (Open Label),False,lead,Erasmus Medical Center,OTHER,Phase 1/Phase 2,HOSPITAL
4993142,NCT01582542,2012-04-30,2012.0,,None (Open Label),False,lead,Rabin Medical Center,OTHER,Phase 4,HOSPITAL
4993158,NCT01583023,2014-04-30,2014.0,Randomized,Quadruple,False,lead,McGill University Health Centre/Research Institute of the McGill University Health Centre,OTHER,Phase 4,UNIVERSITY
4993160,NCT01583036,2012-01-16,2012.0,,None (Open Label),False,lead,GlaxoSmithKline,INDUSTRY,Phase 1,INDUSTRY
4993195,NCT01584076,2012-08-31,2012.0,,None (Open Label),False,lead,Boston Children's Hospital,OTHER,Phase 1,HOSPITAL
4993204,NCT01584440,2012-08-13,2012.0,Randomized,Quadruple,True,lead,Avanir Pharmaceuticals,INDUSTRY,Phase 2,INDUSTRY
4993380,NCT01584466,2014-01-31,2014.0,,None (Open Label),False,lead,"University of Maryland, Baltimore",OTHER,Not Applicable,UNIVERSITY
4993383,NCT01584843,2012-05-31,2012.0,Randomized,Single,True,lead,GlaxoSmithKline,INDUSTRY,Phase 3,INDUSTRY
4993422,NCT01584934,2013-06-30,2013.0,Randomized,Triple,False,lead,"University Hospital, Ghent",OTHER,Phase 4,UNIVERSITY
4993428,NCT01585207,2012-07-31,2012.0,,None (Open Label),True,lead,Barbara J. Coffey,OTHER,Phase 1/Phase 2,OTHER
4993431,NCT01585298,2012-04-29,2012.0,,None (Open Label),True,lead,Novartis Pharmaceuticals,INDUSTRY,Phase 4,INDUSTRY
4994218,NCT01585935,2012-06-30,2012.0,Randomized,Triple,False,lead,Medical University of Vienna,OTHER,Phase 4,UNIVERSITY
4994221,NCT01586052,2012-06-30,2012.0,,None (Open Label),False,lead,"MinYoung Kim, M.D.",OTHER,Phase 1,OTHER
4994227,NCT01586455,2013-04-30,2013.0,Non-Randomized,None (Open Label),False,lead,New York Medical College,OTHER,Phase 1,OTHER
4994311,NCT01586572,2012-04-30,2012.0,Randomized,None (Open Label),False,lead,Aga Khan University,OTHER,Not Applicable,UNIVERSITY
4994394,NCT01586975,2007-07-31,2007.0,Non-Randomized,None (Open Label),True,lead,Northwestern University,OTHER,Phase 2/Phase 3,UNIVERSITY
4994398,NCT01587066,2010-08-31,2010.0,Randomized,None (Open Label),False,lead,Bo-Hyun Yoon,OTHER,Phase 4,OTHER
4994400,NCT01587118,2012-06-30,2012.0,,None (Open Label),True,lead,"Lori Davis, MD",OTHER,Phase 4,OTHER
4994406,NCT01587326,2012-04-30,2012.0,,None (Open Label),False,lead,"Beitou Armed Forces Hospital, Taipei, Taiwan",OTHER_GOV,Not Applicable,HOSPITAL
4994412,NCT01588158,2012-07-31,2012.0,Randomized,None (Open Label),True,lead,Massachusetts General Hospital,OTHER,Phase 4,HOSPITAL
4994442,NCT01588314,2012-04-30,2012.0,Randomized,Quadruple,False,lead,University of Minnesota,OTHER,Phase 2,UNIVERSITY
4994454,NCT01588561,2005-10-31,2005.0,Randomized,Double,True,lead,Mclean Hospital,OTHER,Not Applicable,HOSPITAL
4994461,NCT01588717,2012-04-30,2012.0,,None (Open Label),False,lead,Thomas Jefferson University,OTHER,Phase 1,UNIVERSITY
4994464,NCT01588925,2011-11-30,2011.0,Randomized,Double,False,lead,University of Sao Paulo General Hospital,OTHER,Phase 2,UNIVERSITY
4994467,NCT01589055,2005-04-30,2005.0,Non-Randomized,Single,False,lead,Mclean Hospital,OTHER,Not Applicable,HOSPITAL
4994469,NCT01589068,2007-01-31,2007.0,Non-Randomized,Double,False,lead,Mclean Hospital,OTHER,Not Applicable,HOSPITAL
4994471,NCT01589081,2008-09-30,2008.0,Non-Randomized,Double,False,lead,Mclean Hospital,OTHER,Not Applicable,HOSPITAL
4994529,NCT01589809,2012-06-30,2012.0,,None (Open Label),False,lead,Imperial College London,OTHER,Phase 2,OTHER
4994784,NCT01590888,2012-04-30,2012.0,Randomized,Quadruple,True,lead,Prana Biotechnology Limited,INDUSTRY,Phase 2,INDUSTRY
4994907,NCT01591096,2012-10-31,2012.0,,None (Open Label),True,lead,Seattle Children's Hospital,OTHER,Phase 1,HOSPITAL
4995477,NCT01591551,2012-03-31,2012.0,,None (Open Label),False,lead,"Cornerstone Health Care, PA",OTHER,Phase 4,OTHER
4995511,NCT01591759,2012-04-30,2012.0,Randomized,Single,False,lead,Mclean Hospital,OTHER,Phase 2,HOSPITAL
4995514,NCT01592110,2012-07-31,2012.0,Non-Randomized,None (Open Label),False,lead,"Zogenix, Inc.",INDUSTRY,Phase 1,INDUSTRY
4995517,NCT01592201,2012-07-31,2012.0,Randomized,None (Open Label),False,lead,"Janssen Korea, Ltd., Korea",INDUSTRY,Phase 4,INDUSTRY
4995544,NCT01592409,2012-07-31,2012.0,Randomized,Double,True,lead,Centre for Addiction and Mental Health,OTHER,Not Applicable,OTHER
4995550,NCT01592747,2012-09-30,2012.0,Randomized,Quadruple,True,lead,Forest Laboratories,INDUSTRY,Phase 2,INDUSTRY
5006080,NCT01593514,2012-12-31,2012.0,Randomized,None (Open Label),False,lead,University of Oxford,OTHER,Phase 4,UNIVERSITY
5006090,NCT01593774,2012-05-31,2012.0,Randomized,Quadruple,False,lead,Guilan University of Medical Sciences,OTHER,Phase 2,UNIVERSITY
5006098,NCT01594047,2009-12-01,2009.0,Randomized,Double,True,lead,"Fondazione IRCCS Istituto Nazionale dei Tumori, Milano",OTHER,Not Applicable,OTHER
5006102,NCT01594346,2000-09-30,2000.0,Randomized,Triple,False,lead,New York State Institute for Basic Research,OTHER_GOV,Phase 3,OTHER_GOV
5006185,NCT01595581,2012-04-30,2012.0,Randomized,Quadruple,True,lead,University of Southern California,OTHER,Phase 3,UNIVERSITY
5006203,NCT01595646,2011-11-30,2011.0,Randomized,Quadruple,True,lead,Wake Forest University Health Sciences,OTHER,Phase 2,UNIVERSITY
5006222,NCT01595867,2010-08-31,2010.0,Randomized,Double,False,lead,Pfizer,INDUSTRY,Phase 1,INDUSTRY
5006285,NCT01596634,2013-01-31,2013.0,,None (Open Label),False,lead,Wake Forest University Health Sciences,OTHER,Not Applicable,UNIVERSITY
5006295,NCT01596673,2012-03-31,2012.0,Randomized,Double,False,lead,Cephalon,INDUSTRY,Phase 1,INDUSTRY
5006303,NCT01596803,2010-05-01,2010.0,Randomized,Double,False,lead,"University Hospital, Montpellier",OTHER,Not Applicable,UNIVERSITY
5006347,NCT01597167,2011-10-31,2011.0,Randomized,Quadruple,False,lead,University of Miami,OTHER,Not Applicable,UNIVERSITY
5006351,NCT01597297,2012-08-31,2012.0,Randomized,Double,False,lead,Biogen,INDUSTRY,Phase 2,INDUSTRY
5006771,NCT01597518,2013-10-31,2013.0,Randomized,Double,False,lead,AOSpine North America Research Network,NETWORK,Phase 2/Phase 3,NETWORK
5008511,NCT01597596,2012-08-31,2012.0,Non-Randomized,None (Open Label),True,lead,"Genzyme, a Sanofi Company",INDUSTRY,Phase 4,INDUSTRY
5008817,NCT01598103,2012-01-31,2012.0,Randomized,Quadruple,False,lead,Novartis Pharmaceuticals,INDUSTRY,Phase 2,INDUSTRY
5009015,NCT01598753,2012-05-31,2012.0,Randomized,Quadruple,True,lead,University of Washington,OTHER,Phase 3,UNIVERSITY
5009021,NCT01598857,2014-12-31,2014.0,Randomized,Double,False,lead,Anthera Pharmaceuticals,INDUSTRY,Phase 2,INDUSTRY
5009025,NCT01598896,2012-05-31,2012.0,Randomized,Quadruple,True,lead,Mclean Hospital,OTHER,Phase 2/Phase 3,HOSPITAL
5009038,NCT01599234,2005-03-31,2005.0,Randomized,Quadruple,True,lead,Jazz Pharmaceuticals,INDUSTRY,Phase 3,INDUSTRY
5009041,NCT01599286,2012-09-01,2012.0,Randomized,Quadruple,True,lead,Mendel Tuchman,OTHER,Phase 2,OTHER
5009807,NCT01599975,2012-05-31,2012.0,Randomized,Quadruple,False,lead,"University of California, Los Angeles",OTHER,Phase 3,UNIVERSITY
5009831,NCT01600170,2013-01-31,2013.0,Randomized,Double,True,lead,University of Pennsylvania,OTHER,Phase 4,UNIVERSITY
5009834,NCT01600235,2012-06-30,2012.0,Randomized,None (Open Label),False,lead,Samsung Medical Center,OTHER,Phase 3,HOSPITAL
5009912,NCT01600456,2011-03-31,2011.0,Randomized,Single,False,lead,Case Western Reserve University,OTHER,Phase 3,UNIVERSITY
5009924,NCT01600469,2012-01-31,2012.0,Randomized,Quadruple,False,lead,Chang Gung Memorial Hospital,OTHER,Phase 2,HOSPITAL
5009928,NCT01600716,2012-06-13,2012.0,Randomized,Quadruple,True,lead,Allergan,INDUSTRY,Phase 3,INDUSTRY
5010558,NCT01600859,2012-07-31,2012.0,Randomized,Triple,False,lead,Eisai Inc.,INDUSTRY,Phase 1,INDUSTRY
5010569,NCT01601314,2012-10-31,2012.0,Randomized,Quadruple,False,lead,Sara Varea,OTHER,Phase 3,OTHER
5010580,NCT01601509,2010-04-30,2010.0,Randomized,Quadruple,False,lead,University of Athens,OTHER,Not Applicable,UNIVERSITY
5010583,NCT01601717,2010-01-31,2010.0,Randomized,Quadruple,False,lead,Baylor College of Medicine,OTHER,Phase 1,OTHER
5010591,NCT01601730,2010-08-31,2010.0,Randomized,Quadruple,False,lead,Baylor College of Medicine,OTHER,Phase 1,OTHER
5010623,NCT01602016,2012-05-31,2012.0,Randomized,Quadruple,True,lead,University of Arkansas,OTHER,Phase 2,UNIVERSITY
5010637,NCT01602029,2010-08-31,2010.0,Randomized,Double,False,lead,Pakistan Institute of Living and Learning,OTHER,Phase 2,OTHER
5010757,NCT01602185,2012-05-31,2012.0,Randomized,None (Open Label),False,lead,"University Hospital, Clermont-Ferrand",OTHER,Phase 2,UNIVERSITY
5010844,NCT01602393,2012-05-31,2012.0,Non-Randomized,None (Open Label),False,lead,Chiesi Farmaceutici S.p.A.,INDUSTRY,Phase 2,INDUSTRY
5010874,NCT01602471,2012-05-31,2012.0,,None (Open Label),True,lead,Siemens Molecular Imaging,INDUSTRY,Phase 2,INDUSTRY
5010879,NCT01602510,2012-08-31,2012.0,Randomized,Double,True,lead,GlaxoSmithKline,INDUSTRY,Phase 3,INDUSTRY
5010921,NCT01602900,2011-11-22,2011.0,Non-Randomized,None (Open Label),False,lead,GlaxoSmithKline,INDUSTRY,Phase 1,INDUSTRY
5010927,NCT01603069,2012-10-31,2012.0,Randomized,Quadruple,False,lead,AstraZeneca,INDUSTRY,Phase 2,INDUSTRY
5010966,NCT01603394,2012-10-31,2012.0,,None (Open Label),True,lead,Pfizer,INDUSTRY,Phase 4,INDUSTRY
5011101,NCT01603407,2013-01-31,2013.0,Randomized,Quadruple,True,lead,University of Rochester,OTHER,Phase 3,UNIVERSITY
5013021,NCT01603446,2012-05-31,2012.0,Non-Randomized,None (Open Label),False,lead,The Hospital for Sick Children,OTHER,Phase 2,HOSPITAL
5013024,NCT01603498,2011-04-30,2011.0,Randomized,Quadruple,False,lead,Federal University of the Valleys of Jequitinhonha and Mucuri,OTHER,Not Applicable,UNIVERSITY
5013043,NCT01603602,2012-07-12,2012.0,Randomized,Quadruple,True,lead,Allergan,INDUSTRY,Phase 3,INDUSTRY
5017543,NCT01603615,2012-10-30,2012.0,,None (Open Label),True,lead,Allergan,INDUSTRY,Phase 3,INDUSTRY
5022343,NCT01603628,2012-09-11,2012.0,Randomized,Quadruple,True,lead,Allergan,INDUSTRY,Phase 3,INDUSTRY
5026053,NCT01603641,2012-11-05,2012.0,,None (Open Label),True,lead,Allergan,INDUSTRY,Phase 3,INDUSTRY
5029973,NCT01603667,2012-06-30,2012.0,Randomized,Quadruple,False,lead,China Medical University Hospital,OTHER,Phase 2,UNIVERSITY
5030003,NCT01604265,2002-03-31,2002.0,Randomized,Quadruple,True,lead,Jazz Pharmaceuticals,INDUSTRY,Phase 3,INDUSTRY
5030009,NCT01604408,2012-05-31,2012.0,Randomized,Double,True,lead,Eli Lilly and Company,INDUSTRY,Phase 2,INDUSTRY
5030409,NCT01604785,2012-11-30,2012.0,Randomized,Single,True,lead,Oregon Health and Science University,OTHER,Phase 2/Phase 3,UNIVERSITY
5030442,NCT01605253,2012-03-31,2012.0,Randomized,Double,True,lead,Rush University Medical Center,OTHER,Phase 4,UNIVERSITY
5030446,NCT01605357,2012-07-31,2012.0,Randomized,None (Open Label),False,lead,Massachusetts General Hospital,OTHER,Phase 1/Phase 2,HOSPITAL
5030473,NCT01606111,2013-09-30,2013.0,Randomized,Quadruple,False,lead,Ever Neuro Pharma GmbH,INDUSTRY,Phase 4,INDUSTRY
5030476,NCT01606137,2002-02-28,2002.0,,None (Open Label),True,lead,Jazz Pharmaceuticals,INDUSTRY,Phase 3,INDUSTRY
5030481,NCT01606150,2012-11-30,2012.0,Randomized,Single,True,lead,Georgetown University,OTHER,Not Applicable,UNIVERSITY
5030483,NCT01606176,2002-03-31,2002.0,Randomized,Quadruple,True,lead,Jazz Pharmaceuticals,INDUSTRY,Phase 3,INDUSTRY
5030487,NCT01606215,2013-01-31,2013.0,Randomized,Quadruple,False,lead,Imperial College London,OTHER,Phase 1/Phase 2,OTHER
5030490,NCT01606228,2007-12-31,2007.0,,None (Open Label),True,lead,Janssen Pharmaceutica,INDUSTRY,Phase 3,INDUSTRY
5030493,NCT01606254,2007-01-31,2007.0,Randomized,None (Open Label),True,lead,Janssen Pharmaceutical K.K.,INDUSTRY,Phase 2,INDUSTRY
5030496,NCT01606436,2012-06-30,2012.0,Randomized,Double,True,lead,Denovo Biopharma LLC,INDUSTRY,Phase 1,INDUSTRY
5030536,NCT01607086,2008-07-11,2008.0,Randomized,Triple,False,lead,GlaxoSmithKline,INDUSTRY,Phase 1,INDUSTRY
5030538,NCT01607125,2012-07-31,2012.0,Randomized,Double,False,lead,H. Lundbeck A/S,INDUSTRY,Phase 1,INDUSTRY
5030546,NCT01607346,2013-03-27,2013.0,,None (Open Label),True,lead,GlaxoSmithKline,INDUSTRY,Phase 4,INDUSTRY
5030639,NCT01607476,2012-07-31,2012.0,Non-Randomized,None (Open Label),True,lead,Mayo Clinic,OTHER,Phase 2,OTHER
5030644,NCT01607671,2012-06-30,2012.0,Randomized,Single,False,lead,Fraser Health,OTHER,Phase 1,OTHER
5030705,NCT01608217,2012-06-30,2012.0,Randomized,Quadruple,False,lead,Radboud University Medical Center,OTHER,Phase 2,UNIVERSITY
5030757,NCT01609153,2012-06-30,2012.0,Randomized,Quadruple,False,lead,"Heinrich-Heine University, Duesseldorf",OTHER,Phase 4,UNIVERSITY
