,nct_id,canonical_BioLinkBERT-base_interventions,canonical_aact_interventions,aact_intervention_types,canonical_BioLinkBERT-base_conditions,canonical_aact_conditions,Disease Class
6356,NCT01493726,alks 9070|alks 9072,"alks 9072, low dose|alks 9072, high dose|alks 9072, med dose",Drug,chronic stable schizophrenia,schizophrenia,Diseases of the nervous system
6357,NCT01493973,epoetin alfa|erythropoietin,epoetin alfa|erythropoietin,Drug,friedreich ataxia,friedreich ataxia,Central Nervous System Diseases
6358,NCT01494532,ldopa|levodopa|ropinirole,ropinirole/l-dopa,Drug,advanced parkinson's disease|late stage parkinson's disease,parkinson disease,Central Nervous System Diseases
6359,NCT01494584,ezogabine,ezogabine/retigabine,Drug,lennos-gastaut syndrome|lennox gastaut syndrome|lennox-gastaut syndrome|partial onset seizures|uncontrolled partial onset seizures,epilepsy,Central Nervous System Diseases
6360,NCT01494701,isis 396443|nusinersen,nusinersen,Drug,"muscular atrophy, spinal|spinal muscular atrophy","spinal muscular atrophy|muscular atrophy, spinal",Neuromuscular Diseases
6361,NCT01495260,acetylcysteine|antioxidant|antioxidants|lipoic acid|vitamin e,acetylcysteine|vitamin e|lipoic acid,Drug,- linked adrenoleukodystrophy|adrenomyeloneuropathy,adrenomyeloneuropathy,Diseases of the nervous system
6362,NCT01495403,hydroxychloroquine,hydroxychloroquine,Drug,cirrhosis|cirrhotic liver disease|muscle cramp,muscle cramp,Neurologic Manifestations
6363,NCT01495715,idebenone,idebenone,Drug,chronic vision loss|lhon,"optic atrophy, hereditary, leber",Cranial Nerve Diseases
6364,NCT01495793,rotigotine,rotigotine,Drug,idiopathic restless legs syndrome|restless legs syndrome,restless legs syndrome,Restless Legs Syndrome
6365,NCT01495871,amino acid|essential amino acid|valine,,Dietary Supplement,"anxiety|brain injuries, traumatic|chronic fatigue|depression|fatigue","brain injuries, traumatic",Central Nervous System Diseases
6366,NCT01495923,gabapentin,gabapentin,Drug,lumbosacral radicular pain|lumbosacral radiculopathy|pain,radiculopathy,Diseases of the nervous system|Neuromuscular Diseases
6367,NCT01495923,gabapentin,gabapentin,Drug,lumbosacral radicular pain|lumbosacral radiculopathy|pain,sciatica,Neuromuscular Diseases
6368,NCT01495923,gabapentin,,Procedure,lumbosacral radicular pain|lumbosacral radiculopathy|pain,radiculopathy,Diseases of the nervous system|Neuromuscular Diseases
6369,NCT01495923,gabapentin,,Procedure,lumbosacral radicular pain|lumbosacral radiculopathy|pain,sciatica,Neuromuscular Diseases
6370,NCT01496170,mk-8931|sch 900931|ß-secretase inhibitor,mk-8931,Drug,alzheimer disease|mild to moderate alzheimer's disease,alzheimer disease,Neurodegenerative Diseases
6371,NCT01496612,buspirone,buspirone,Drug,"anxiety|epilepsies, partial|epilepsy|epileptic seizures|seizures","epilepsy|epilepsies, partial",Central Nervous System Diseases
6372,NCT01496612,buspirone,buspirone,Drug,"anxiety|epilepsies, partial|epilepsy|epileptic seizures|seizures",seizures,Neurologic Manifestations
6373,NCT01496690,pregabalin|pregablin,pregabalin,Drug,anxiety|schizophrenia|schizophrenic,schizophrenia,Diseases of the nervous system
6374,NCT01497262,fingolimod,fingolimod,Drug,"multiple sclerosis|multiple sclerosis, relapsing-remitting|relapsing-remitting multiple sclerosis",multiple sclerosis,Demyelinating Diseases
6375,NCT01497652,rasagiline,rasagiline,Drug,dopaminergic therapy|mild cognitive impairment|parkinson disease,parkinson disease,Central Nervous System Diseases
6376,NCT01498120,rotigotine,rotigotine,Drug,restless legs syndrome,restless legs syndrome,Restless Legs Syndrome
6377,NCT01498822,levetiracetam|oxcarbazepine,oxcarbazepine|levetiracetam,Drug,newly or recently diagnosed partial epilepsy|partial onset seizures|secondary generalized seizures,epilepsy,Central Nervous System Diseases
6378,NCT01498887,fingolimod|glatiramer acetate|interferons,fingolimod (fty720),Drug,"multiple sclerosis, relapsing-remitting|relapsing-remitting multiple sclerosis|short duration","multiple sclerosis, relapsing-remitting",Demyelinating Diseases
6379,NCT01499485,acetazolamide,acetazolamide,Drug,chronic obstructive pulmonary disease|mechanical ventilation|metabolic alkalosis|obesity hypoventilation syndrome,obesity hypoventilation syndrome,Sleep Wake Disorders
6380,NCT01499563,iti-007,iti-007|risperidone,Drug,acute worsening of their psychosis|psychotic disorders|schizophrenia,schizophrenia,Diseases of the nervous system
6381,NCT01500408,avone|interferon beta-1a,"interferon beta-1a (current approved manufacturing process invloving fbs)|interferon beta-1a (new process, manufactured without fbs)",Drug,,multiple sclerosis,Demyelinating Diseases
6382,NCT01500707,levodopa|sch 900800,sch 900800,Drug,moderate to severe parkinson's disease|parkinson disease,parkinson disease,Central Nervous System Diseases
6383,NCT01501383,vx-765,vx-765 part a|vx-765 part b,Drug,treatment-resistant partial epilepsy,epilepsy,Central Nervous System Diseases
6384,NCT01501695,5lgr|tiapride,5lgr|tiapride,Drug,tic disorders,tourette syndrome|tic disorders,Central Nervous System Diseases
6385,NCT01502046,cannabinoid|cannabinoids,delta-9-tetrahydrocannabinol (thc) and cannabidiol (cbd),Drug,huntington disease,huntington disease,Neurodegenerative Diseases
6386,NCT01503359,sarcosine,,Dietary Supplement,schizophrenia,schizophrenia,Diseases of the nervous system
6387,NCT01503788,benzodiazepines|midazolam,midazolam,Drug,anxiety|dural or lumbar puncture|dural puncture|headache|lumbar puncture|pain|post dural puncture headache|post-dural puncture headache,post dural puncture headache|post-dural puncture headache,Central Nervous System Diseases
6388,NCT01503892,meta,,Dietary Supplement,diabetes type ii|neuropathic diabetics|peripheral nervous system diseases|pre-diabetic|type 2 diabetic,peripheral nervous system diseases,Neuromuscular Diseases
6389,NCT01503944,,18f-av-45|florbenazine f-18,Drug,alzheimer disease|amyloid|dementia with lewy bodies|dopaminergic degeneration|parkinson disease,parkinson disease,Central Nervous System Diseases
6390,NCT01503944,,18f-av-45|florbenazine f-18,Drug,alzheimer disease|amyloid|dementia with lewy bodies|dopaminergic degeneration|parkinson disease,alzheimer disease,Neurodegenerative Diseases
6391,NCT01504178,duloxetine|levodopa|norepinephrine,duloxetine|levodopa|injection of apomorphine,Drug,pain|painful|parkinson disease,parkinson disease,Central Nervous System Diseases
6392,NCT01504568,antibiotics,,Other,isolated blowout fractures|nonsurgical orbital blowout fracture|orbital blowout fractures|orbital cellulitis,orbital fractures,"Trauma, Nervous System"
6393,NCT01504854,resveratrol,resveratrol,Drug,alzheimer disease|dementia|mild to moderate alzheimer's disease,alzheimer disease,Neurodegenerative Diseases
6394,NCT01505062,sar421869,sar421869,Drug,retinitis pigmentosa|usher syndrome type 1b,usher syndromes,Neurologic Manifestations
6395,NCT01505465,melatonin,melatonin,Drug,confusion|joint replacement surgery|joint surgeries|pain|post-operative confusion|total knee replacement,delirium,Diseases of the nervous system|Neurologic Manifestations
6396,NCT01505465,melatonin,melatonin,Drug,confusion|joint replacement surgery|joint surgeries|pain|post-operative confusion|total knee replacement,confusion,Neurologic Manifestations
6397,NCT01506141,elaprase|idursulfase -,elaprase|idursulfase-it,Drug,cognitive impairment|mucopolysaccharidosis ii,mucopolysaccharidosis ii,Neurologic Manifestations
6398,NCT01506349,gluten,,Dietary Supplement,celiac disease,neurobehavioral manifestations,Neurologic Manifestations
6399,NCT01506453,gabapentin|morphine|vc|vincristine,gabapentin,Drug,acute lymphoblastic leukemia|neuralgia|neuropathic pain|np/pn|pain|peripheral nervous system diseases|vincristine|xvi protocol,neuropathic pain|neuralgia,Neuromuscular Diseases
6400,NCT01506505,acetylsalicylic acid|antihypertensive|aspirin|blood pressure|hydrochlorthiazide|lisinopril|simvastatin|statin|statins,cardiovascular agents,Drug,cardiovascular disease,cerebrovascular disorders,Central Nervous System Diseases
6401,NCT01506622,fentanyl|propofol|sevoflurane,administration of propofol|administration of saline|administration of fentanyl,Drug,emergence delirium|sevoflurane|sevoflurane anesthesia,emergence delirium,Neurologic Manifestations
6402,NCT01506765,acetylcysteine|n-acetyl-cystein,n-acetyl-cysteine (nac),Drug,schizophrenia,schizophrenia,Diseases of the nervous system
6403,NCT01506882,levetiracetam,levetiracetam (lev),Drug,newly or recently diagnosed epilepsy|partial seizures|seizures,epilepsy,Central Nervous System Diseases
6404,NCT01507610,im|optinose|sumatriptan|sumatriptan nasal,sumatriptan,Drug,,migraine|migraine disorders,Diseases of the nervous system|Central Nervous System Diseases
6405,NCT01507701,clonidine,clonidine,Drug,"cfs|fatigue syndrome, chronic","fatigue syndrome, chronic",Neuromuscular Diseases
6406,NCT01508494,acetylcholinesterase inhibitors|acetylcholinestrase inhibitors|galantamine,galantamine,Drug,infarct|stroke|symptomatic stroke|vci-nd,stroke,Central Nervous System Diseases
6407,NCT01508676,diclofenac,pennsaid,Drug,chronic nerve pain|neuralgia|neuropathic (nerve) pain|neuropathic pain|pain,reflex sympathetic dystrophy,Autonomic Nervous System Diseases
6408,NCT01508676,diclofenac,pennsaid,Drug,chronic nerve pain|neuralgia|neuropathic (nerve) pain|neuropathic pain|pain,"neuralgia, postherpetic|neuralgia",Neuromuscular Diseases
6409,NCT01509053,aripiprazole|oral antipsychotics,aripiprazole (abilify®) im depot injection|oral aripiprazole,Drug,schizophrenic,schizophrenia,Diseases of the nervous system
6410,NCT01509079,cholecalciferol,cholecalciferol,Drug,aromatase inhibitors|muscle and bone pain|musculoskeletal symptoms,myalgia,Neuromuscular Diseases
6411,NCT01509456,potassium bicarbonate,,Dietary Supplement,bone loss,muscular atrophy,Neurologic Manifestations
6412,NCT01510366,inactivated poliomyelitis vaccine|sabin ipv|sabin strains,,Biological,,poliomyelitis,Neuromuscular Diseases
6413,NCT01511029,biib050|dexpramipexole,moxifloxacin|dexpramipexole,Drug,,amyotrophic lateral sclerosis,Central Nervous System Diseases
6414,NCT01511497,pf-04427429,,Biological,,migraine disorders,Central Nervous System Diseases
6415,NCT01511497,pf-04427429,,Other,,migraine disorders,Central Nervous System Diseases
6416,NCT01511510,pf-04958242,pf-04958242,Drug,,schizophrenia,Diseases of the nervous system
6417,NCT01511796,botulinum toxin,,Other,pain|spasticity|stroke,stroke,Central Nervous System Diseases
6418,NCT01512147,dexmedetomidine,,Other,neurosurgery,brain neoplasms,Nervous System Neoplasms
6419,NCT01512355,dexmedetomidine,dexmedetomidine,Drug,emergence delirium|postoperative agitation,strabismus,Cranial Nerve Diseases
6420,NCT01513291,mk-6096,mk-6096,Drug,episodic migraine|migraine|migraine disorders,migraine|migraine disorders,Diseases of the nervous system|Central Nervous System Diseases
6421,NCT01514370,bcm95|biocurcumin|curc|curcumin|interferon beta 1a|tur,ifn beta 1a 44 mcg tiw|curcumin,Drug,active relapsing multiple sclerosis,multiple sclerosis,Demyelinating Diseases
6422,NCT01514682,,anti-inflammatory combination therapy,Drug,cognitive impairments|depressive and negative symptoms|positive and negative symptoms|positive symptoms|schizophrenia,schizophrenia,Diseases of the nervous system
6423,NCT01515410,carbidopa|dm-1992|levodopa,sinemet ir|dm-1992,Drug,advanced parkinson's disease|motor fluctuations,parkinson disease,Central Nervous System Diseases
6424,NCT01515423,paliperidone palmitate|pp,pp1m 150 mg eq.|pp3m 350 mg eq.|pp3m 525 mg eq.|pp3m 175 mg eq.|pp1m 50 mg eq.|pp1m 75 mg eq.|pp3m 263 mg eq.|pp1m 100 mg eq.,Drug,schizophrenia,schizophrenia,Diseases of the nervous system
6425,NCT01515774,dopamine agonists|pramipexole,mirapex er,Drug,parkinson disease,parkinson disease,Central Nervous System Diseases
6426,NCT01515891,bia 9-1067,bia 9-1067,Drug,,parkinson disease,Central Nervous System Diseases
6427,NCT01515917,citicholine|citicoline|omega-3 fatty acid|omega-3 fatty acids,omega-3|citicoline,Drug,"brain injuries, traumatic|concussive head injury|tbi","brain injuries, traumatic",Central Nervous System Diseases
6428,NCT01515917,citicholine|citicoline|omega-3 fatty acid|omega-3 fatty acids,,Other,"brain injuries, traumatic|concussive head injury|tbi","brain injuries, traumatic",Central Nervous System Diseases
6429,NCT01516372,gabapentin enacarbil|gen|moxifloxacin,gen 6000 mg|gen 1200mg|moxifloxacin,Drug,,restless legs syndrome,Restless Legs Syndrome
6430,NCT01516424,risperidone,blonanserin|risperidone,Drug,schizophrenia,schizophrenia,Diseases of the nervous system
6431,NCT01516554,male sex hormone|testosterone,testosterone undecanoate|testosterone,Drug,fatigue|multiple sclerosis|multiple sclerosis related fatigue|testosterone-deficiency,multiple sclerosis,Demyelinating Diseases
6432,NCT01516892,onabotulinumtoxina,,Biological,chronic migraine|headaches,migraine disorders,Central Nervous System Diseases
6433,NCT01517282,antibody to|gm-csf|granulocyte-macrophage colony-stimulating factor|mor103,,Biological,multiple sclerosis,multiple sclerosis,Demyelinating Diseases
6434,NCT01517282,antibody to|gm-csf|granulocyte-macrophage colony-stimulating factor|mor103,,Other,multiple sclerosis,multiple sclerosis,Demyelinating Diseases
6435,NCT01517360,oxytocin,,Behavioral,schizophrenia,schizophrenia,Diseases of the nervous system
6436,NCT01517360,oxytocin,oxytocin,Drug,schizophrenia,schizophrenia,Diseases of the nervous system
6437,NCT01517360,oxytocin,,Other,schizophrenia,schizophrenia,Diseases of the nervous system
6438,NCT01517698,ro4917523,ro4917523 1.5 mg|ro4917523 0.5 mg,Drug,fragile x syndrome,fragile x syndrome,Neurologic Manifestations
6439,NCT01517932,dexmedetomidine|α2 adren,dexmedetomidine,Drug,stress response|thoracotomy,psychomotor agitation,Neurologic Manifestations
6440,NCT01518231,,edaravone|atorvastatin|aspirin|acetylsalicylic acid|warfarin,Drug,ischemic stroke,stroke,Central Nervous System Diseases
6441,NCT01518374,,florbetapir f 18,Drug,,neurodegenerative diseases|alzheimer disease,Neurodegenerative Diseases
6442,NCT01518413,irinotecan|sorafenib,irinotecan|sorafenib,Drug,relapsed or refractory solid tumors|relapsed or refractory.|solid tumors,brain neoplasms,Nervous System Neoplasms
6443,NCT01518894,pf-04958242,pf-04958242,Drug,schizophrenia,schizophrenia,Diseases of the nervous system
6444,NCT01518920,pf-04958242,pf-04958242,Drug,age-related hearing loss|age-related sensorineural hearing loss,"hearing loss, sensorineural",Neurologic Manifestations
6445,NCT01518946,midodrine|midodrine hydrochloride,midodrine hcl,Drug,"hypotension, orthostatic|orthostatic hypotension|symptomatic orthostatic hypotension","orthostatic hypotension|hypotension, orthostatic",Autonomic Nervous System Diseases
6446,NCT01519271,rivastigmine|rivastigmine patch,exelon patch (rivastigmine transdermal system),Drug,alzheimer|mild cognitive difficulties|mild cognitive impairment|mild to moderate dementia|parkinson disease,parkinson disease,Central Nervous System Diseases
6447,NCT01519284,bia 9-1067|carbidopa|entacapone|levodopa,entacapone|bia 9-1067 5 mg|bia 9-1067 15 mg|bia 9-1067 30 mg|levodopa/carbidopa,Drug,,parkinson disease,Central Nervous System Diseases
6448,NCT01519557,d1|d1 agonist|dar-0100a,dar-100a,Drug,schizophrenia,schizophrenia,Diseases of the nervous system
6449,NCT01519713,"meningococcal (groups a, c, y and w-135) polysaccharide diphtheria toxoid conjugate vaccine|sp284|sp284 vaccine",,Biological,- 135,"meningitis, meningococcal|meningococcal meningitis",Central Nervous System Diseases
6450,NCT01520363,dextromethorphan,dextromethorphan,Drug,"cough|hyperglycinemia, nonketotic|respiratory infections|rett syndrome|seizures",rett syndrome,Neurologic Manifestations
6451,NCT01520467,anastrozole|aromatase inhibitor|aromatase inhibitors|somatotropin,anastrozole,Drug,aggressive adrenarche|gh deficit|pathological adrenarche|prader-willi syndrome|silver-russell,prader-willi syndrome,Neurologic Manifestations
6452,NCT01520727,bia 9-1067,bia 9-1067,Drug,,parkinson disease,Central Nervous System Diseases
6453,NCT01520987,bia 9-1067,bia 9-1067,Drug,,parkinson disease,Central Nervous System Diseases
6454,NCT01521117,donepezil,donepezil,Drug,parkinson disease,parkinson disease,Central Nervous System Diseases
6455,NCT01521546,aldosterone antagonism,eplerenone,Drug,"cardiac muscle damage|cardiomyopathy|dmd cardiomyopathy|duchenne muscular dystrophy|dystrophy|heart disease|heart muscle damage|heart muscle disease|muscular dystrophy, duchenne|stage heart failure","duchenne muscular dystrophy|muscular dystrophy, duchenne",Neuromuscular Diseases
6456,NCT01521585,sen0014196,sen0014196,Drug,huntington disease,huntington disease,Neurodegenerative Diseases
6457,NCT01521663,ipx159,ipx159,Drug,moderate to severe restless legs syndrome|restless legs syndrome,restless legs syndrome,Restless Legs Syndrome
6458,NCT01521832,sen0014196,sen0014196,Drug,,huntington disease,Neurodegenerative Diseases
6459,NCT01522066,local anesthetic,,Procedure,pain|post-nerve block pain,analgesia,Diseases of the nervous system
6460,NCT01523301,rotigotine,rotigotine,Drug,depressive|parkinson disease,parkinson disease,Central Nervous System Diseases
6461,NCT01523574,ox|oxaliplatin|platinum|vitamin e,vitamin e,Drug,acute and chronic peripheral neuropathy|acute pn|cisplatin -|oxaliplatin-induced neuropathy|peripheral nervous system diseases,peripheral nervous system diseases,Neuromuscular Diseases
6462,NCT01524250,corticosteroid|corticosteroids,corticosteroids,Drug,acute demyelinating optic neuritis|demyelinating optic neuritis,optic neuritis,Cranial Nerve Diseases
6463,NCT01524380,egb-761|risperidone,ginkgo biloba extract,Drug,naive first-episode|schizophrenia|treatment|treatment-naive first-episode schizophrenia,schizophrenia,Diseases of the nervous system
6464,NCT01524406,hpp593,hpp593,Drug,limb immobilization,muscular atrophy,Neurologic Manifestations
6465,NCT01525290,alteplase,alteplase,Drug,stroke|wake-up stroke,stroke,Central Nervous System Diseases
6466,NCT01526356,sirolimus,sirolimus,Drug,angiofibromas|cutaneous angiofibromas|tuberous sclerosis,tuberous sclerosis,Neurocutaneous Syndromes
6467,NCT01526395,propofol,propofol,Drug,electroconvulsive therapy,schizophrenia,Diseases of the nervous system
6468,NCT01526785,alglucosidase alfa,alglucosidase alfa,Drug,glycogen storage disease type ii|pompe,glycogen storage disease type ii,Central Nervous System Diseases
6469,NCT01526824,acetylsalicylic acid|antiplatelet|aspirin|clopdiogrel|clopidogrel|fish oil|lovaza|omega-3 polyunsaturated fatty acids|pla|polyunsaturated omega-3 fatty acids,,Dietary Supplement,ischemic stroke|mini-stroke|neuroendovascular stenting|tia,"ischemic attack, transient",Central Nervous System Diseases
6470,NCT01527240,cyclosporine,ciclosprin a|injectable saline solution.,Drug,cerebral infarction|thrombolysis,stroke,Central Nervous System Diseases
6471,NCT01527305,paliperidone palmitate,paliperidone palmitate,Drug,acute schizophrenia|exacerbation of|schizophrenic,schizophrenia,Diseases of the nervous system
6472,NCT01527513,bia 2-093|eslicarbazepine acetate,eslicarbazepine acetate (bia 2-093),Drug,partial onset seizures|refractory partial-onset seizures,"epilepsies, partial",Central Nervous System Diseases
6473,NCT01527695,azd3241,er tablet 25 mg azd3241|er tablet 100 mg azd3241,Drug,parkinson disease,parkinson disease,Central Nervous System Diseases
6474,NCT01527916,abt-126,abt-126|donepezil,Drug,mild to moderate alzheimer's disease,alzheimer disease,Neurodegenerative Diseases
6475,NCT01528592,,carbidopa-levodopa,Drug,parkinson disease,parkinson disease,Central Nervous System Diseases
6476,NCT01529034,usl261,usl261,Drug,seizure clusters,epilepsy,Central Nervous System Diseases
6477,NCT01529060,napba|phenylbutyric acid|sodium phenylbutyrate,phenylbutyric acid,Drug,maple syrup urine disease|msud,maple syrup urine disease,Central Nervous System Diseases
6478,NCT01529515,paliperidone palmitate|pp,pp3m 525 mg eq.|pp3m 350 mg eq.|pp3m 175 mg eq.|pp3m 263 mg eq.,Drug,schizophrenia,schizophrenia,Diseases of the nervous system
6479,NCT01529619,cholinesterase inhibitors|donepezil|galantamine|rivastigmine,rivastigmine transdermal patch,Drug,mild to moderate alzheimer's disease,alzheimer disease,Neurodegenerative Diseases
6480,NCT01530308,haloperidol,haloperidol,Drug,delirium|in-hospital delirium,delirium,Diseases of the nervous system|Neurologic Manifestations
6481,NCT01530542,acurox|oxycodone,oxycodone hydrochloride|marketed oxycodone hydrochloride,Drug,,analgesia,Diseases of the nervous system
6482,NCT01530620,propiverine hydrochloride,propiverine hydrochloride er (extended release)|propiverine hydrochloride ir (immediate release),Drug,neurogenic detrusor overactivity,"urinary bladder, neurogenic",Neurologic Manifestations
6483,NCT01531582,minocycline,minocycline,Drug,angelman syndrome|as,angelman syndrome,Central Nervous System Diseases
6484,NCT01532115,bia 9-1067,moxifloxacin|bia 9-1067,Drug,,parkinson disease,Central Nervous System Diseases
6485,NCT01532128,bia 9-1067|rasagiline,bia 9-1067|rasagiline,Drug,,parkinson disease,Central Nervous System Diseases
6486,NCT01532141,bia 9-1067|rasagiline,bia 9-1067|rasagiline,Drug,,parkinson disease,Central Nervous System Diseases
6487,NCT01533077,bia 9-1067|carbidopa|levodopa,sinemet® 100/25 mg|bia 9-1067,Drug,,parkinson disease,Central Nervous System Diseases
6488,NCT01533116,benserazide|bia 9-1067|carbidopa|levodopa,levodopa/carbidopa|bia 9-1067|levodopa/benserazide,Drug,,parkinson disease,Central Nervous System Diseases
6489,NCT01533376,timolol,timolol|preservative free artificial tear gel.,Drug,port-wine mark|sturge-weber syndrome,sturge-weber syndrome,Neurocutaneous Syndromes
6490,NCT01534182,fingolimod,interferon beta - 1a (ifn)|fingolimod|glatiramer acetate (ga),Drug,"multiple sclerosis|multiple sclerosis, relapsing-remitting","multiple sclerosis, relapsing-remitting",Demyelinating Diseases
6491,NCT01534806,ketorolac|prochlorperazine,ketorolac,Drug,headache|migraine|migraine disorders|nausea|pain|phonophobia|photophobia|vomiting,migraine|migraine disorders,Diseases of the nervous system|Central Nervous System Diseases
6492,NCT01535183,carboplatin|cyclophosphamide|etoposide|irinotecan|vincristine,irinotecan combination chemotherapy,Drug,brain neoplasms|refractory or relapsed|refractory or relapsed brain tumor|tumor,brain neoplasms,Nervous System Neoplasms
6493,NCT01535469,fluconazole,fluconazole,Drug,antiretroviral therapy|hiv-infected,"meningitis, cryptococcal",Central Nervous System Diseases
6494,NCT01536249,bi|cimetidine|dexpramipexole,cimetidine plus dexpramipexole|dexpramipexole,Drug,,amyotrophic lateral sclerosis,Central Nervous System Diseases
6495,NCT01536314,memantine,memantine ebixa®,Drug,neuralgia|neuropathic pain|post-mastectomy|surgery|tumorectomy,neuropathic pain|neuralgia,Neuromuscular Diseases
6496,NCT01536366,bia 9-1067|repaglinide,bia 9-1067|repaglinide,Drug,,parkinson disease,Central Nervous System Diseases
6497,NCT01536574,,requip pr,Drug,,parkinson disease,Central Nervous System Diseases
6498,NCT01537042,rotigotine,rotigotine,Drug,end-stage renal disease|hemodialysis|restless legs syndrome,restless legs syndrome,Restless Legs Syndrome
6499,NCT01537549,alpha-lipoic acid|l-acetyl carnitine,alpha-lipoic acid and l-acetyl carnitine,Drug,"progressive supranuclear palsy|supranuclear palsy, progressive","progressive supranuclear palsy|supranuclear palsy, progressive",Cranial Nerve Diseases
6500,NCT01537705,amino acid,neuron012703 (medical food),Drug,hypesthesia|pain|peripheral nervous system diseases,diabetic neuropathies,Neuromuscular Diseases
6501,NCT01537757,mk-8931|ß-secretase inhibitor,mk-8931,Drug,moderate and mild renal impairment|renal impairment|renal insufficiency|severe renal disease,alzheimer disease,Neurodegenerative Diseases
6502,NCT01538095,amg 386|angiopoietin neutralizing peptibody|trebananib,,Biological,central nervous system neoplasms|cns tumors|relapsed or refractory solid tumors|solid tumors|tumor,central nervous system neoplasms,Nervous System Neoplasms
6503,NCT01538095,amg 386|angiopoietin neutralizing peptibody|trebananib,,Other,central nervous system neoplasms|cns tumors|relapsed or refractory solid tumors|solid tumors|tumor,central nervous system neoplasms,Nervous System Neoplasms
6504,NCT01538095,amg 386|angiopoietin neutralizing peptibody|trebananib,,Procedure,central nervous system neoplasms|cns tumors|relapsed or refractory solid tumors|solid tumors|tumor,central nervous system neoplasms,Nervous System Neoplasms
6505,NCT01538225,cannabinoid|sativex®,sativex®,Drug,multiple sclerosis|progressive multiple sclerosis|secondary or primary progressive multiple sclerosis|spasticity,multiple sclerosis,Demyelinating Diseases
6506,NCT01538329,amantadine|l -,amantadine,Drug,dopa|dyskinesias|early parkinson's disease|l-dopa-induced dyskinesia|parkinson disease|parkinsonian disorders|parkinsonism,parkinson disease,Central Nervous System Diseases
6507,NCT01538693,,sugar pill|escitalopram oxalate|cyproheptadine,Drug,incomplete spinal cord injury,spinal cord injuries,"Trauma, Nervous System"
6508,NCT01538966,low|pegvisomant|somatostatin receptor ligand,lanreotide|octreotide lar|pegvisomant,Drug,acromegaly,acromegaly,Central Nervous System Diseases
6509,NCT01539733,haloperidol|neuroleptic|olanzapine,haloperidol|olanzapine,Drug,advanced cancer|delirium|delirium episode,delirium,Diseases of the nervous system|Neurologic Manifestations
6510,NCT01539837,deferiprone|iron chelator,deferiprone 30mg|deferiprone 20mg,Drug,early stage drug free pd|friedreich ataxia|parkinson disease|pd,parkinson disease,Central Nervous System Diseases
6511,NCT01540604,crd007,crd007,Drug,"becker muscular dystrophy|duchenne muscular dystrophy|muscular dystrophy, duchenne|symptomatic carriers|symptomatic carriers for dmd or bmd","duchenne muscular dystrophy|muscular dystrophy, duchenne",Neuromuscular Diseases
6512,NCT01540630,cnv1014802,cnv1014802,Drug,trigeminal neuralgia,trigeminal neuralgia,Cranial Nerve Diseases
6513,NCT01540838,acetaminophen|cefotaxime|high -|paracetamol|β-lactam,infusion with paracetamol|bolus without paracetamol,Drug,"bacterial meningitis|meningitis, bacterial|meningitis, pneumococcal","bacterial meningitis|meningitis, bacterial",Central Nervous System Diseases
6514,NCT01541371,antipsychotics|paliperidone|quetiapine|risperidone,paliperidone er,Drug,acute episode|acute psychotic states|agitated psychotic|delusions|hallucinations|psychotic|schizophrenia,schizophrenia,Diseases of the nervous system
6515,NCT01541397,,sapropterin,Drug,hpa|hyperphenylalaninemia,phenylketonurias|phenylketonuria,Diseases of the nervous system|Central Nervous System Diseases
6516,NCT01541644,bortezomib,,Device,"bortezomib-induced peripheral neuropathy|hypesthesia|multiple myeloma|nerve pain|pain|tingling|tingling,",peripheral nervous system diseases,Neuromuscular Diseases
6517,NCT01542242,glp-1) agonist|glucagon like peptide-1|liraglutide,liraglutide,Drug,diabetes|prader-willi syndrome|pws|type 2 diabetes,prader-willi syndrome,Neurologic Manifestations
6518,NCT01543321,antipsychotics|neuroleptic|neuroleptics|tetrabenazine,tetrabenazine,Drug,acute dyskinesia|late dyskinetic syndrome|neuroleptics|schizophrenia|tardive dyskinesia,tardive dyskinesia,Central Nervous System Diseases
6519,NCT01544062,acetaminophen,iv acetaminophen,Drug,cardiac surgery|postoperative pain,hyperalgesia,Neurologic Manifestations
6520,NCT01544296,khk6188,khk6188,Drug,"neuralgia, postherpetic","neuralgia, postherpetic",Neuromuscular Diseases
6521,NCT01545076,igpro20|immunoglobulin|intravenous immunoglobulin,,Biological,chronic inflammatory demyelinating polyneuropathy,polyradiculoneuropathy,Autoimmune Diseases of the Nervous System
6522,NCT01545297,dexmedetomidine|fentanyl|propofol|remifentanil,propofol|dexmedetomidine|remifentanil,Drug,awake craniotomy|brain neoplasms|craniotomy|resection of|tumor surgery|tumors,brain neoplasms,Nervous System Neoplasms
6523,NCT01545310,slv354,slv354,Drug,stable schizophrenia,schizophrenia,Diseases of the nervous system
6524,NCT01545518,intravenous immunoglobulin,ivig,Drug,"autoimmune disorder|epilepsy|immune abnormalities|immune problems|refractory immune-related adult epilepsy|refractory, image-negative, partial-onset epilepsy|uncontrolled seizures",autoimmune diseases of the nervous system,Autoimmune Diseases of the Nervous System
6525,NCT01545518,intravenous immunoglobulin,ivig,Drug,"autoimmune disorder|epilepsy|immune abnormalities|immune problems|refractory immune-related adult epilepsy|refractory, image-negative, partial-onset epilepsy|uncontrolled seizures","epilepsy|epilepsies, partial|limbic encephalitis",Central Nervous System Diseases
