,nct_id,canonical_BioLinkBERT-base_interventions,canonical_aact_interventions,aact_intervention_types,canonical_BioLinkBERT-base_conditions,canonical_aact_conditions,Disease Class
7703,NCT01500018,ketamine|phentermine|tc-5214,tc-5214|ketamine|phentermine,Drug,,substance-related disorders,Diseases Category
7704,NCT01500408,avone|interferon beta-1a,"interferon beta-1a (current approved manufacturing process invloving fbs)|interferon beta-1a (new process, manufactured without fbs)",Drug,,multiple sclerosis,Demyelinating Diseases
7705,NCT01500707,levodopa|sch 900800,sch 900800,Drug,moderate to severe parkinson's disease|parkinson disease,parkinson disease,Central Nervous System Diseases
7706,NCT01501383,vx-765,vx-765 part a|vx-765 part b,Drug,treatment-resistant partial epilepsy,epilepsy,Central Nervous System Diseases
7707,NCT01501695,5lgr|tiapride,5lgr|tiapride,Drug,tic disorders,tourette syndrome|tic disorders,Central Nervous System Diseases
7708,NCT01502046,cannabinoid|cannabinoids,delta-9-tetrahydrocannabinol (thc) and cannabidiol (cbd),Drug,huntington disease,huntington disease,Neurodegenerative Diseases
7709,NCT01502644,opioid|opioids,oxycodone|morphine,Drug,anxiety|chronic low back pain|chronic pain|depression|mood|na|negative affect|pain,depression,Psychiatry and Psychology Category
7710,NCT01502748,magnesium,,Other,infarct|stroke,stroke,Diseases Category
7711,NCT01502761,magnesium,magnesium sulfate,Drug,ischemia|ischemic|stroke,stroke,Diseases Category
7712,NCT01503359,sarcosine,,Dietary Supplement,schizophrenia,schizophrenia,Diseases of the nervous system
7713,NCT01503788,benzodiazepines|midazolam,midazolam,Drug,anxiety|dural or lumbar puncture|dural puncture|headache|lumbar puncture|pain|post dural puncture headache|post-dural puncture headache,post dural puncture headache|post-dural puncture headache,Central Nervous System Diseases
7714,NCT01503892,meta,,Dietary Supplement,diabetes type ii|neuropathic diabetics|peripheral nervous system diseases|pre-diabetic|type 2 diabetic,peripheral nervous system diseases,Neuromuscular Diseases
7715,NCT01503944,,18f-av-45|florbenazine f-18,Drug,alzheimer disease|amyloid|dementia with lewy bodies|dopaminergic degeneration|parkinson disease,parkinson disease|alzheimer disease,Central Nervous System Diseases|Neurodegenerative Diseases
7716,NCT01504178,duloxetine|levodopa|norepinephrine,duloxetine|levodopa|injection of apomorphine,Drug,pain|painful|parkinson disease,parkinson disease,Central Nervous System Diseases
7717,NCT01504568,antibiotics,,Other,isolated blowout fractures|nonsurgical orbital blowout fracture|orbital blowout fractures|orbital cellulitis,orbital fractures,"Trauma, Nervous System"
7718,NCT01504659,ketalar|ketamine|ketamine hydrochloride,"ketamine hydrochloride injection|flat tonic water (e.g., canada dry tonic water)",Drug,bipolar disorder|fear of harm|fearfulness|psychotic disorders,bipolar disorder,Psychiatry and Psychology Category
7719,NCT01504854,resveratrol,resveratrol,Drug,alzheimer disease|dementia|mild to moderate alzheimer's disease,alzheimer disease,Neurodegenerative Diseases
7720,NCT01505062,sar421869,sar421869,Drug,retinitis pigmentosa|usher syndrome type 1b,usher syndromes,Neurologic Manifestations
7721,NCT01505465,melatonin,melatonin,Drug,confusion|joint replacement surgery|joint surgeries|pain|post-operative confusion|total knee replacement,delirium|confusion,Diseases of the nervous system|Neurologic Manifestations|Neurologic Manifestations
7722,NCT01506141,elaprase|idursulfase -,elaprase|idursulfase-it,Drug,cognitive impairment|mucopolysaccharidosis ii,mucopolysaccharidosis ii,Neurologic Manifestations
7723,NCT01506349,gluten,,Dietary Supplement,celiac disease,neurobehavioral manifestations,Neurologic Manifestations
7724,NCT01506453,gabapentin|morphine|vc|vincristine,gabapentin,Drug,acute lymphoblastic leukemia|neuralgia|neuropathic pain|np/pn|pain|peripheral nervous system diseases|vincristine|xvi protocol,neuropathic pain|neuralgia,Neuromuscular Diseases
7725,NCT01506505,acetylsalicylic acid|antihypertensive|aspirin|blood pressure|hydrochlorthiazide|lisinopril|simvastatin|statin|statins,cardiovascular agents,Drug,cardiovascular disease,cerebrovascular disorders,Central Nervous System Diseases
7726,NCT01506622,fentanyl|propofol|sevoflurane,administration of propofol|administration of saline|administration of fentanyl,Drug,emergence delirium|sevoflurane|sevoflurane anesthesia,emergence delirium,Neurologic Manifestations
7727,NCT01506765,acetylcysteine|n-acetyl-cystein,n-acetyl-cysteine (nac),Drug,schizophrenia,schizophrenia,Diseases of the nervous system
7728,NCT01506882,levetiracetam,levetiracetam (lev),Drug,newly or recently diagnosed epilepsy|partial seizures|seizures,epilepsy,Central Nervous System Diseases
7729,NCT01507610,im|optinose|sumatriptan|sumatriptan nasal,sumatriptan,Drug,,migraine|migraine disorders,Diseases of the nervous system|Central Nervous System Diseases
7730,NCT01507701,clonidine,clonidine,Drug,"cfs|fatigue syndrome, chronic","fatigue syndrome, chronic",Neuromuscular Diseases
7731,NCT01507753,omega-3 (ω3) fatty acids|omega-3 fatty acids|ω3,omega-3 supplementation|,Other|Behavioral|Drug,bipolar disorder|bipolar disorder-not otherwise specified|bipolar spectrum disorders|bp-nos|bp1|depression|depressive|manic,bipolar disorder,Psychiatry and Psychology Category
7732,NCT01508494,acetylcholinesterase inhibitors|acetylcholinestrase inhibitors|galantamine,galantamine,Drug,infarct|stroke|symptomatic stroke|vci-nd,stroke,Central Nervous System Diseases
7733,NCT01508676,diclofenac,pennsaid,Drug,chronic nerve pain|neuralgia|neuropathic (nerve) pain|neuropathic pain|pain,"neuralgia, postherpetic|reflex sympathetic dystrophy|neuralgia",Autonomic Nervous System Diseases|Neuromuscular Diseases
7734,NCT01509053,aripiprazole|oral antipsychotics,aripiprazole (abilify®) im depot injection|oral aripiprazole,Drug,schizophrenic,schizophrenia,Diseases of the nervous system
7735,NCT01509079,cholecalciferol,cholecalciferol,Drug,aromatase inhibitors|muscle and bone pain|musculoskeletal symptoms,myalgia,Neuromuscular Diseases
7736,NCT01509456,potassium bicarbonate,,Dietary Supplement,bone loss,muscular atrophy,Neurologic Manifestations
7737,NCT01509547,varenicline,varenicline,Drug,smoking,tobacco use disorder|nicotine dependence,Diseases Category
7738,NCT01510015,,risperidone,Drug,anxiety|depression|psycho-stimulant and cannabis-dependent users|psychostimulants|psychotic|users of cannabis,marijuana abuse|cannabis dependence,Diseases Category
7739,NCT01510366,inactivated poliomyelitis vaccine|sabin ipv|sabin strains,,Biological,,poliomyelitis,Neuromuscular Diseases
7740,NCT01511029,biib050|dexpramipexole,moxifloxacin|dexpramipexole,Drug,,amyotrophic lateral sclerosis,Central Nervous System Diseases
7741,NCT01511497,pf-04427429,,Biological|Other,,migraine disorders,Central Nervous System Diseases
7742,NCT01511510,pf-04958242,pf-04958242,Drug,,schizophrenia,Diseases of the nervous system
7743,NCT01511614,nicotine|varenicline,,Device,acute nicotine withdrawal|nicotine withdrawal|smokers|smoking,tobacco use disorder|nicotine dependence,Diseases Category
7744,NCT01511796,botulinum toxin,,Other,pain|spasticity|stroke,stroke,Central Nervous System Diseases
7745,NCT01512147,dexmedetomidine,,Other,neurosurgery,brain neoplasms,Nervous System Neoplasms
7746,NCT01512355,dexmedetomidine,dexmedetomidine,Drug,emergence delirium|postoperative agitation,strabismus,Cranial Nerve Diseases
7747,NCT01513291,mk-6096,mk-6096,Drug,episodic migraine|migraine|migraine disorders,migraine|migraine disorders,Diseases of the nervous system|Central Nervous System Diseases
7748,NCT01514370,bcm95|biocurcumin|curc|curcumin|interferon beta 1a|tur,ifn beta 1a 44 mcg tiw|curcumin,Drug,active relapsing multiple sclerosis,multiple sclerosis,Demyelinating Diseases
7749,NCT01514422,minocycline,minocycline,Drug,bipolar disorder,bipolar disorder,Psychiatry and Psychology Category
7750,NCT01514630,creatine|metamfetamine|methamphetamine,creatine monohydrate,Drug,dependence|depressed|depressed ma using|depression|depressive|ma use|ma users|ma withdrawal|methamphetamine|methamphetamine using,substance-related disorders|depression,Diseases Category|Psychiatry and Psychology Category
7751,NCT01514682,,anti-inflammatory combination therapy,Drug,cognitive impairments|depressive and negative symptoms|positive and negative symptoms|positive symptoms|schizophrenia,schizophrenia,Diseases of the nervous system
7752,NCT01514903,hip0908|sildenafil|viagra,viagra|hip0908,Drug,,erectile dysfunction,Diseases Category
7753,NCT01515410,carbidopa|dm-1992|levodopa,sinemet ir|dm-1992,Drug,advanced parkinson's disease|motor fluctuations,parkinson disease,Central Nervous System Diseases
7754,NCT01515423,paliperidone palmitate|pp,pp1m 150 mg eq.|pp3m 350 mg eq.|pp3m 525 mg eq.|pp3m 175 mg eq.|pp1m 50 mg eq.|pp1m 75 mg eq.|pp3m 263 mg eq.|pp1m 100 mg eq.,Drug,schizophrenia,schizophrenia,Diseases of the nervous system
7755,NCT01515774,dopamine agonists|pramipexole,mirapex er,Drug,parkinson disease,parkinson disease,Central Nervous System Diseases
7756,NCT01515891,bia 9-1067,bia 9-1067,Drug,,parkinson disease,Central Nervous System Diseases
7757,NCT01515917,citicholine|citicoline|omega-3 fatty acid|omega-3 fatty acids,omega-3|citicoline,Other|Drug,"brain injuries, traumatic|concussive head injury|tbi","brain injuries, traumatic|substance-related disorders",Diseases Category|Central Nervous System Diseases
7758,NCT01516372,gabapentin enacarbil|gen|moxifloxacin,gen 6000 mg|gen 1200mg|moxifloxacin,Drug,,restless legs syndrome,Restless Legs Syndrome
7759,NCT01516424,risperidone,blonanserin|risperidone,Drug,schizophrenia,schizophrenia,Diseases of the nervous system
7760,NCT01516554,male sex hormone|testosterone,testosterone undecanoate|testosterone,Drug,fatigue|multiple sclerosis|multiple sclerosis related fatigue|testosterone-deficiency,multiple sclerosis,Demyelinating Diseases
7761,NCT01516892,onabotulinumtoxina,,Biological,chronic migraine|headaches,migraine disorders,Central Nervous System Diseases
7762,NCT01517282,antibody to|gm-csf|granulocyte-macrophage colony-stimulating factor|mor103,,Biological|Other,multiple sclerosis,multiple sclerosis,Demyelinating Diseases
7763,NCT01517360,oxytocin,oxytocin,Other|Behavioral|Drug,schizophrenia,schizophrenia,Diseases of the nervous system
7764,NCT01517698,ro4917523,ro4917523 1.5 mg|ro4917523 0.5 mg,Drug,fragile x syndrome,fragile x syndrome,Neurologic Manifestations
7765,NCT01517711,tramadol,tramadol,Drug,"combat-related ptsd|stress disorders, post-traumatic","stress disorders, post-traumatic",Psychiatry and Psychology Category
7766,NCT01517932,dexmedetomidine|α2 adren,dexmedetomidine,Drug,stress response|thoracotomy,psychomotor agitation,Neurologic Manifestations
7767,NCT01518231,,edaravone|atorvastatin|aspirin|acetylsalicylic acid|warfarin,Drug,ischemic stroke,stroke,Central Nervous System Diseases
7768,NCT01518374,,florbetapir f 18,Drug,,neurodegenerative diseases|alzheimer disease,Neurodegenerative Diseases
7769,NCT01518413,irinotecan|sorafenib,irinotecan|sorafenib,Drug,relapsed or refractory solid tumors|relapsed or refractory.|solid tumors,brain neoplasms,Nervous System Neoplasms
7770,NCT01518634,imipramine|stress-3|tricyclic antidepressant,imipramine treatment,Drug,bodily distress syndrome|multi-organ bodily distress syndrome|pain,somatoform disorders,Psychiatry and Psychology Category
7771,NCT01518894,pf-04958242,pf-04958242,Drug,schizophrenia,schizophrenia,Diseases of the nervous system
7772,NCT01518920,pf-04958242,pf-04958242,Drug,age-related hearing loss|age-related sensorineural hearing loss,"hearing loss, sensorineural",Neurologic Manifestations
7773,NCT01518946,midodrine|midodrine hydrochloride,midodrine hcl,Drug,"hypotension, orthostatic|orthostatic hypotension|symptomatic orthostatic hypotension","orthostatic hypotension|hypotension, orthostatic",Autonomic Nervous System Diseases
7774,NCT01518972,prazosin,prazosin,Drug,"alcohol dependence|alcohol dependency|stress disorders, post-traumatic","stress disorders, post-traumatic",Psychiatry and Psychology Category
7775,NCT01519271,rivastigmine|rivastigmine patch,exelon patch (rivastigmine transdermal system),Drug,alzheimer|mild cognitive difficulties|mild cognitive impairment|mild to moderate dementia|parkinson disease,parkinson disease,Central Nervous System Diseases
7776,NCT01519284,bia 9-1067|carbidopa|entacapone|levodopa,entacapone|bia 9-1067 5 mg|bia 9-1067 15 mg|bia 9-1067 30 mg|levodopa/carbidopa,Drug,,parkinson disease,Central Nervous System Diseases
7777,NCT01519557,d1|d1 agonist|dar-0100a,dar-100a,Drug,schizophrenia,psychotic disorders|schizoaffective disorder|schizophrenia,Diseases of the nervous system|Psychiatry and Psychology Category
7778,NCT01519713,"meningococcal (groups a, c, y and w-135) polysaccharide diphtheria toxoid conjugate vaccine|sp284|sp284 vaccine",,Biological,- 135,"meningitis, meningococcal|meningococcal meningitis|meningitis",Diseases Category|Central Nervous System Diseases
7779,NCT01520350,aripiprazole,low dose adjunctive aripiprazole,Drug,bipolar disorder|bipolar type i depression|depressive disorder,bipolar disorder,Psychiatry and Psychology Category
7780,NCT01520363,dextromethorphan,dextromethorphan,Drug,"cough|hyperglycinemia, nonketotic|respiratory infections|rett syndrome|seizures",rett syndrome,Neurologic Manifestations
7781,NCT01520467,anastrozole|aromatase inhibitor|aromatase inhibitors|somatotropin,anastrozole,Drug,aggressive adrenarche|gh deficit|pathological adrenarche|prader-willi syndrome|silver-russell,prader-willi syndrome,Neurologic Manifestations
7782,NCT01520649,nsi-189 phosphate,microcrystalline cellulose capsules|nsi-189 phosphate,Drug,depressed|depression,depression,Psychiatry and Psychology Category
7783,NCT01520727,bia 9-1067,bia 9-1067,Drug,,parkinson disease,Central Nervous System Diseases
7784,NCT01520987,bia 9-1067,bia 9-1067,Drug,,parkinson disease,Central Nervous System Diseases
7785,NCT01521117,donepezil,donepezil,Drug,parkinson disease,parkinson disease,Central Nervous System Diseases
7786,NCT01521546,aldosterone antagonism,eplerenone,Drug,"cardiac muscle damage|cardiomyopathy|dmd cardiomyopathy|duchenne muscular dystrophy|dystrophy|heart disease|heart muscle damage|heart muscle disease|muscular dystrophy, duchenne|stage heart failure","duchenne muscular dystrophy|muscular dystrophy, duchenne",Neuromuscular Diseases
7787,NCT01521585,sen0014196,sen0014196,Drug,huntington disease,huntington disease,Neurodegenerative Diseases
7788,NCT01521663,ipx159,ipx159,Drug,moderate to severe restless legs syndrome|restless legs syndrome,restless legs syndrome,Restless Legs Syndrome
7789,NCT01521832,sen0014196,sen0014196,Drug,,huntington disease,Neurodegenerative Diseases
7790,NCT01522066,local anesthetic,,Procedure,pain|post-nerve block pain,analgesia,Diseases of the nervous system
7791,NCT01522105,ceftriaxone|daptomycin,daptomycin,Drug,gram-positive bacterial meningitis|gram-positive meningitis,meningitis,Diseases Category
7792,NCT01522963,nicotine,nicotine lozenge,Drug,smokers|stress induced craving|stressful|tobacco craving|withdrawal,tobacco use disorder,Diseases Category
7793,NCT01523301,rotigotine,rotigotine,Drug,depressive|parkinson disease,parkinson disease,Central Nervous System Diseases
7794,NCT01523574,ox|oxaliplatin|platinum|vitamin e,vitamin e,Drug,acute and chronic peripheral neuropathy|acute pn|cisplatin -|oxaliplatin-induced neuropathy|peripheral nervous system diseases,peripheral nervous system diseases,Neuromuscular Diseases
7795,NCT01524133,sertraline,sertraline,Behavioral|Drug,"stress disorders, post-traumatic","stress disorders, post-traumatic",Psychiatry and Psychology Category
7796,NCT01524250,corticosteroid|corticosteroids,corticosteroids,Drug,acute demyelinating optic neuritis|demyelinating optic neuritis,optic neuritis,Cranial Nerve Diseases
7797,NCT01524380,egb-761|risperidone,ginkgo biloba extract,Drug,naive first-episode|schizophrenia|treatment|treatment-naive first-episode schizophrenia,schizophrenia,Diseases of the nervous system
7798,NCT01524406,hpp593,hpp593,Drug,limb immobilization,muscular atrophy,Neurologic Manifestations
7799,NCT01524497,trazodone hydrochloride,trazodone,Drug,depression,depression,Psychiatry and Psychology Category
7800,NCT01524627,varenicline,varenicline,Drug,smokers|smoking,tobacco use disorder|nicotine dependence,Diseases Category
7801,NCT01525290,alteplase,alteplase,Drug,stroke|wake-up stroke,stroke,Central Nervous System Diseases
7802,NCT01525680,gcs|glucocorticoids|hydrocortisone,,Other,"stress disorders, post-traumatic|trauma","post traumatic stress disorder|stress disorders, post-traumatic",Psychiatry and Psychology Category
7803,NCT01526148,lithium|quetiapine,quetiapine|lithium,Drug,bipolar|bipolar disorder|bipolar type i|bipolar type ii,bipolar disorder,Psychiatry and Psychology Category
7804,NCT01526356,sirolimus,sirolimus,Drug,angiofibromas|cutaneous angiofibromas|tuberous sclerosis,tuberous sclerosis,Neurocutaneous Syndromes
7805,NCT01526395,propofol,propofol,Drug,electroconvulsive therapy,schizophrenia|bipolar disorder,Diseases of the nervous system|Psychiatry and Psychology Category
7806,NCT01526785,alglucosidase alfa,alglucosidase alfa,Drug,glycogen storage disease type ii|pompe,glycogen storage disease type ii,Central Nervous System Diseases
7807,NCT01526824,acetylsalicylic acid|antiplatelet|aspirin|clopdiogrel|clopidogrel|fish oil|lovaza|omega-3 polyunsaturated fatty acids|pla|polyunsaturated omega-3 fatty acids,,Dietary Supplement,ischemic stroke|mini-stroke|neuroendovascular stenting|tia,"ischemic attack, transient",Central Nervous System Diseases
7808,NCT01527240,cyclosporine,ciclosprin a|injectable saline solution.,Drug,cerebral infarction|thrombolysis,stroke,Central Nervous System Diseases
7809,NCT01527305,paliperidone palmitate,paliperidone palmitate,Drug,acute schizophrenia|exacerbation of|schizophrenic,schizophrenia,Diseases of the nervous system
7810,NCT01527513,bia 2-093|eslicarbazepine acetate,eslicarbazepine acetate (bia 2-093),Drug,partial onset seizures|refractory partial-onset seizures,"epilepsies, partial",Central Nervous System Diseases
7811,NCT01527695,azd3241,er tablet 25 mg azd3241|er tablet 100 mg azd3241,Drug,parkinson disease,parkinson disease,Central Nervous System Diseases
7812,NCT01527786,desvenlafaxine,desvenlafaxine,Drug,anxiety|depression|moderate/severe depression|postpartum depressed|postpartum depression,depression,Psychiatry and Psychology Category
7813,NCT01527916,abt-126,abt-126|donepezil,Drug,mild to moderate alzheimer's disease,alzheimer disease,Neurodegenerative Diseases
7814,NCT01528007,naltrexone|opiate antagonist,naltrexone pharmacotherapy,Drug,gambling|pathological gamb,gambling,Psychiatry and Psychology Category
7815,NCT01528241,,abp688,Drug,major depressive disorder,depression,Psychiatry and Psychology Category
7816,NCT01528592,,carbidopa-levodopa,Drug,parkinson disease,parkinson disease,Central Nervous System Diseases
7817,NCT01528839,antidepressant|levothyroxine|mood stabilizer|thyroid hormone,levothyroxine,Drug,bipolar disorder|bipolar illness|major depressive episode,bipolar disorder,Psychiatry and Psychology Category
7818,NCT01529034,usl261,usl261,Drug,seizure clusters,epilepsy,Central Nervous System Diseases
7819,NCT01529060,napba|phenylbutyric acid|sodium phenylbutyrate,phenylbutyric acid,Drug,maple syrup urine disease|msud,maple syrup urine disease,Central Nervous System Diseases
7820,NCT01529515,paliperidone palmitate|pp,pp3m 525 mg eq.|pp3m 350 mg eq.|pp3m 175 mg eq.|pp3m 263 mg eq.,Drug,schizophrenia,schizophrenia,Diseases of the nervous system
7821,NCT01529619,cholinesterase inhibitors|donepezil|galantamine|rivastigmine,rivastigmine transdermal patch,Drug,mild to moderate alzheimer's disease,alzheimer disease,Neurodegenerative Diseases
7822,NCT01530308,haloperidol,haloperidol,Drug,delirium|in-hospital delirium,delirium,Diseases of the nervous system|Neurologic Manifestations
7823,NCT01530542,acurox|oxycodone,oxycodone hydrochloride|marketed oxycodone hydrochloride,Drug,,analgesia|narcotic-related disorders,Diseases of the nervous system|Diseases Category
7824,NCT01530620,propiverine hydrochloride,propiverine hydrochloride er (extended release)|propiverine hydrochloride ir (immediate release),Drug,neurogenic detrusor overactivity,"urinary bladder, neurogenic",Neurologic Manifestations
7825,NCT01531582,minocycline,minocycline,Drug,angelman syndrome|as,angelman syndrome,Central Nervous System Diseases
7826,NCT01532115,bia 9-1067,moxifloxacin|bia 9-1067,Drug,,parkinson disease,Central Nervous System Diseases
7827,NCT01532128,bia 9-1067|rasagiline,bia 9-1067|rasagiline,Drug,,parkinson disease,Central Nervous System Diseases
7828,NCT01532141,bia 9-1067|rasagiline,bia 9-1067|rasagiline,Drug,,parkinson disease,Central Nervous System Diseases
7829,NCT01533077,bia 9-1067|carbidopa|levodopa,sinemet® 100/25 mg|bia 9-1067,Drug,,parkinson disease,Central Nervous System Diseases
7830,NCT01533116,benserazide|bia 9-1067|carbidopa|levodopa,levodopa/carbidopa|bia 9-1067|levodopa/benserazide,Drug,,parkinson disease,Central Nervous System Diseases
7831,NCT01533376,timolol,timolol|preservative free artificial tear gel.,Drug,port-wine mark|sturge-weber syndrome,sturge-weber syndrome,Neurocutaneous Syndromes
7832,NCT01533519,neuropeptide y,neuropeptide y,Drug,"stress disorders, post-traumatic","stress disorders, post-traumatic",Psychiatry and Psychology Category
7833,NCT01534182,fingolimod,interferon beta - 1a (ifn)|fingolimod|glatiramer acetate (ga),Drug,"multiple sclerosis|multiple sclerosis, relapsing-remitting","multiple sclerosis, relapsing-remitting",Demyelinating Diseases
7834,NCT01534806,ketorolac|prochlorperazine,ketorolac,Drug,headache|migraine|migraine disorders|nausea|pain|phonophobia|photophobia|vomiting,migraine|migraine disorders,Diseases of the nervous system|Central Nervous System Diseases
7835,NCT01535040,memantine|memantine hydrochloride,memantine hydrochloride,Drug,cancer|nicotine withdrawal|smoking,tobacco use disorder,Diseases Category
7836,NCT01535183,carboplatin|cyclophosphamide|etoposide|irinotecan|vincristine,irinotecan combination chemotherapy,Drug,brain neoplasms|refractory or relapsed|refractory or relapsed brain tumor|tumor,brain neoplasms,Nervous System Neoplasms
7837,NCT01535469,fluconazole,fluconazole,Drug,antiretroviral therapy|hiv-infected,"meningitis, cryptococcal",Central Nervous System Diseases
7838,NCT01535573,citalopram|selective serotonin re-uptake inhibitor|serotonin,citalopram,Drug,cocaine|cocaine dependence|cocaine dependent|cocaine-related disorders,cocaine-related disorders|cocaine dependence,Diseases Category
7839,NCT01535937,ketamine,ketamine|midazolam,Drug,cocaine|cocaine-dependent|treatment,cocaine-related disorders|cocaine dependence,Diseases Category
7840,NCT01536210,ginkgo biloba|ginseng|yy-162,yy-162,Drug,adhd|attention deficit hyperactivity disorder,mental disorders,Psychiatry and Psychology Category
7841,NCT01536249,bi|cimetidine|dexpramipexole,cimetidine plus dexpramipexole|dexpramipexole,Drug,,amyotrophic lateral sclerosis,Central Nervous System Diseases
7842,NCT01536314,memantine,memantine ebixa®,Drug,neuralgia|neuropathic pain|post-mastectomy|surgery|tumorectomy,neuropathic pain|neuralgia,Neuromuscular Diseases
7843,NCT01536366,bia 9-1067|repaglinide,bia 9-1067|repaglinide,Drug,,parkinson disease,Central Nervous System Diseases
7844,NCT01536574,,requip pr,Drug,,parkinson disease,Central Nervous System Diseases
7845,NCT01537042,rotigotine,rotigotine,Drug,end-stage renal disease|hemodialysis|restless legs syndrome,restless legs syndrome,Restless Legs Syndrome
7846,NCT01537549,alpha-lipoic acid|l-acetyl carnitine,alpha-lipoic acid and l-acetyl carnitine,Drug,"progressive supranuclear palsy|supranuclear palsy, progressive","progressive supranuclear palsy|supranuclear palsy, progressive",Cranial Nerve Diseases
7847,NCT01537705,amino acid,neuron012703 (medical food),Drug,hypesthesia|pain|peripheral nervous system diseases,diabetic neuropathies,Neuromuscular Diseases
7848,NCT01537757,mk-8931|ß-secretase inhibitor,mk-8931,Drug,moderate and mild renal impairment|renal impairment|renal insufficiency|severe renal disease,alzheimer disease,Neurodegenerative Diseases
7849,NCT01538095,amg 386|angiopoietin neutralizing peptibody|trebananib,,Biological|Other|Procedure,central nervous system neoplasms|cns tumors|relapsed or refractory solid tumors|solid tumors|tumor,central nervous system neoplasms,Nervous System Neoplasms
7850,NCT01538225,cannabinoid|sativex®,sativex®,Drug,multiple sclerosis|progressive multiple sclerosis|secondary or primary progressive multiple sclerosis|spasticity,multiple sclerosis,Demyelinating Diseases
7851,NCT01538329,amantadine|l -,amantadine,Drug,dopa|dyskinesias|early parkinson's disease|l-dopa-induced dyskinesia|parkinson disease|parkinsonian disorders|parkinsonism,parkinson disease,Central Nervous System Diseases
7852,NCT01538693,,sugar pill|escitalopram oxalate|cyproheptadine,Drug,incomplete spinal cord injury,spinal cord injuries,"Trauma, Nervous System"
7853,NCT01538966,low|pegvisomant|somatostatin receptor ligand,lanreotide|octreotide lar|pegvisomant,Drug,acromegaly,acromegaly,Central Nervous System Diseases
7854,NCT01539733,haloperidol|neuroleptic|olanzapine,haloperidol|olanzapine,Drug,advanced cancer|delirium|delirium episode,delirium,Diseases of the nervous system|Neurologic Manifestations
7855,NCT01539837,deferiprone|iron chelator,deferiprone 30mg|deferiprone 20mg,Drug,early stage drug free pd|friedreich ataxia|parkinson disease|pd,parkinson disease,Central Nervous System Diseases
7856,NCT01540604,crd007,crd007,Drug,"becker muscular dystrophy|duchenne muscular dystrophy|muscular dystrophy, duchenne|symptomatic carriers|symptomatic carriers for dmd or bmd","duchenne muscular dystrophy|muscular dystrophy, duchenne",Neuromuscular Diseases
7857,NCT01540630,cnv1014802,cnv1014802,Drug,trigeminal neuralgia,trigeminal neuralgia,Cranial Nerve Diseases
7858,NCT01540838,acetaminophen|cefotaxime|high -|paracetamol|β-lactam,infusion with paracetamol|bolus without paracetamol,Drug,"bacterial meningitis|meningitis, bacterial|meningitis, pneumococcal","bacterial meningitis|meningitis, bacterial",Central Nervous System Diseases
7859,NCT01541371,antipsychotics|paliperidone|quetiapine|risperidone,paliperidone er,Drug,acute episode|acute psychotic states|agitated psychotic|delusions|hallucinations|psychotic|schizophrenia,schizophrenia,Diseases of the nervous system
7860,NCT01541397,,sapropterin,Drug,hpa|hyperphenylalaninemia,phenylketonurias|phenylketonuria,Diseases of the nervous system|Central Nervous System Diseases
7861,NCT01541605,methylphenidate,methylphenidate,Drug,acute mania|bipolar affective disorders,mania,Diseases Category
7862,NCT01541644,bortezomib,,Device,"bortezomib-induced peripheral neuropathy|hypesthesia|multiple myeloma|nerve pain|pain|tingling|tingling,",peripheral nervous system diseases,Neuromuscular Diseases
7863,NCT01542242,glp-1) agonist|glucagon like peptide-1|liraglutide,liraglutide,Drug,diabetes|prader-willi syndrome|pws|type 2 diabetes,prader-willi syndrome,Neurologic Manifestations
7864,NCT01543139,creatine|cytidine,valproate+cytidine-+creatine-|valproate+cytidine-|valproic acid|valproate,Drug,bipolar disorder,bipolar disorder,Psychiatry and Psychology Category
7865,NCT01543321,antipsychotics|neuroleptic|neuroleptics|tetrabenazine,tetrabenazine,Drug,acute dyskinesia|late dyskinetic syndrome|neuroleptics|schizophrenia|tardive dyskinesia,tardive dyskinesia,Central Nervous System Diseases
7866,NCT01543724,li|lithium,lithium,Drug,bipolar disorder,bipolar disorder,Psychiatry and Psychology Category
7867,NCT01544062,acetaminophen,iv acetaminophen,Drug,cardiac surgery|postoperative pain,hyperalgesia,Neurologic Manifestations
7868,NCT01544296,khk6188,khk6188,Drug,"neuralgia, postherpetic","neuralgia, postherpetic",Neuromuscular Diseases
7869,NCT01545076,igpro20|immunoglobulin|intravenous immunoglobulin,,Biological,chronic inflammatory demyelinating polyneuropathy,polyradiculoneuropathy,Autoimmune Diseases of the Nervous System
7870,NCT01545297,dexmedetomidine|fentanyl|propofol|remifentanil,propofol|dexmedetomidine|remifentanil,Drug,awake craniotomy|brain neoplasms|craniotomy|resection of|tumor surgery|tumors,brain neoplasms,Nervous System Neoplasms
7871,NCT01545310,slv354,slv354,Drug,stable schizophrenia,schizophrenia,Diseases of the nervous system
7872,NCT01545518,intravenous immunoglobulin,ivig,Drug,"autoimmune disorder|epilepsy|immune abnormalities|immune problems|refractory immune-related adult epilepsy|refractory, image-negative, partial-onset epilepsy|uncontrolled seizures","epilepsy|epilepsies, partial|limbic encephalitis|autoimmune diseases of the nervous system",Diseases Category|Autoimmune Diseases of the Nervous System|Central Nervous System Diseases
7873,NCT01545843,ssri,fluoxetine,Behavioral|Drug,antidepressant|depression,depression,Psychiatry and Psychology Category
