,nct_id,canonical_BioLinkBERT-base_interventions,canonical_aact_interventions,aact_intervention_types,canonical_BioLinkBERT-base_conditions,canonical_aact_conditions,Disease Class
10642,NCT02369926,lisinopril,,Procedure,"multiple sclerosis|multiple sclerosis, relapsing-remitting|relapsing-remitting multiple sclerosis","multiple sclerosis, relapsing-remitting",Demyelinating Diseases
10643,NCT02370433,neostigmine,intravenous neostigmine and glycopyrrolate|transdermal neostigmine and glycopyrrolate,Drug,sci,spinal cord injuries|neurogenic bowel,"Trauma, Nervous System|unknown"
10644,NCT02370745,amino acids|glp-1|glucagon like peptide-1,oral amino acids|intravenous amino acids|gip|glp-1|insulin actrapid,Drug|Dietary Supplement,,sarcopenia,Neurologic Manifestations
10645,NCT02370862,glycopyrrolate|neostigmine|prokinetic agent,neostigmine and glycopyrrolate,Drug,sci,spinal cord injuries|neurogenic bowel,"Trauma, Nervous System|unknown"
10646,NCT02371278,leucine,leucine,Dietary Supplement,muscle,sarcopenia|aging,unknown|Neurologic Manifestations
10647,NCT02372149,gamunex 10 % intravenous immunoglobulin|intravenous immunoglobulin|ivig,0.9% sodium chloride|10% intravenous immunoglobulin (ivig),Drug,demyelination|diabetes|diabetes mellitus|peripheral nervous system diseases,peripheral nervous system diseases|chronic inflammatory demyelinating polyneuropathy|diabetes mellitus,Neuromuscular Diseases|unknown
10648,NCT02372409,,doxorubicin|etoposide,Drug,brain neoplasms|tumor|tumors,oligodendroglioma|astrocytoma|glioma|optic nerve glioma|pilocytic astrocytoma|anaplastic astrocytoma|mixed oligoastrocytoma|mixed glioma|glioblastoma,Cranial Nerve Diseases|unknown
10649,NCT02373072,tavapadon,trimethobenzamide hydrochloride|tavapadon,Drug,parkinson disease,parkinson disease,Central Nervous System Diseases
10650,NCT02373098,fingolimod,fingolimod 0.5 mg,Drug,"multiple sclerosis|multiple sclerosis, relapsing-remitting","multiple sclerosis, relapsing-remitting",Demyelinating Diseases
10651,NCT02373449,ketamine,ketamine,Drug|Other,chronic pain|nerve injury related pain|neuralgia|neuropathic or nerve injury related pain|neuropathic pain|pain|refractory neuropathic pain,neuralgia,Neuromuscular Diseases
10652,NCT02374112,creatine,creatine,Other|Dietary Supplement,"cfs|fatigue syndrome, chronic","fatigue syndrome, chronic",Neuromuscular Diseases
10653,NCT02374268,,combined exercise program and nutrition supplement,Dietary Supplement,sarcopenia,sarcopenia,Neurologic Manifestations
10654,NCT02374567,,sulpiride|piracetam|pyritinol|acamprosate|nitrazepam|moclobemide|clomipramine|mirtazapine|lacosamide|perphenazine|aripiprazole|midazolam|prothipendyl|chlorprothixene|diazepam|ziprasidone|carbamazepine|pipamperone|bupropion|topiramate|olanzapine|bromazepam|valproic acid|citalopram|lorazepam|phenytoin|opipramol|sertraline|promethazine|clobazam|phenobarbital|flurazepam|lamotrigine|mianserin|clomethiazole|pimozide|triazolam|risperidone|paliperidone|bromperidol|lormetazepam|doxepin|clozapine|gabapentin|oxazepam|chloral hydrate|sertindole|galantamine|escitalopram|melatonin|alprazolam|trazodone|fluvoxamine|flupentixol|quetiapine|temazepam|memantine|benperidol|lithium|methotrimeprazine|clonazepam|biperiden|paroxetine|reboxetine|zopiclone|maprotiline|fluspirilene|thioridazine|amitriptyline oxide|pregabalin|imipramine|tiapride|oxcarbazepine|zuclopenthixol|amitriptyline|zaleplon|agomelatine|brotizolam|tranylcypromine|fluphenazine|donepezil|levetiracetam|duloxetine|rivastigmine|hydroxyzine|perazine|buspirone|nicergoline|fluoxetine|diphenhydramine|nortriptyline|melperone|trimipramine|amisulpride|haloperidol|venlafaxine|zolpidem,Drug,,dementia|psychosomatic disorders|schizophrenia|depression|anxiety disorders,Diseases of the nervous system|Central Nervous System Diseases|Diseases of the nervous system|Psychiatry and Psychology Category|unknown
10655,NCT02376309,leucine|nandrolone decanoate|nd,leucine|nd,Drug|Behavioral|Dietary Supplement,decrease in muscle mass|loss of muscle mass|muscle loss|obesity,muscular atrophy,Neurologic Manifestations
10656,NCT02376374,inactivated-polio vaccine|ipv)|oral polio vaccine,,Other,,poliomyelitis,Neuromuscular Diseases
10657,NCT02376816,,raavrh74.mck.micro-dystrophin,Biological,"duchenne muscular dystrophy|muscular dystrophy, duchenne","duchenne muscular dystrophy|muscular dystrophy, duchenne",Neuromuscular Diseases
10658,NCT02376881,erythropoietin,erythropoietin,Drug|Other,"maon|methanol associated optic neuropathy|methanol poisoning|optic atrophy|optic nerve diseases|optic nerve injuries|optic neuritis|optic neuropathy, ischemic|traumatic optic neuropathy|visual loss",optic nerve diseases,Cranial Nerve Diseases
10659,NCT02377271,bosentan,bosentan,Drug,acute ischemic optic neuropathy|glaucoma|non arteritic ischemic optic neuropathy|optic nerve diseases,"optic neuropathy, ischemic",Cranial Nerve Diseases
10660,NCT02377713,khk6640,khk6640,Drug,alzheimer disease|mild to moderate alzheimer's disease,alzheimer disease,Neurodegenerative Diseases
10661,NCT02377804,botulinum toxin,,Device|Other,chronic stroke|pain|pressure pain hyperalgesia|spastic|spasticity|stroke,stroke,Central Nervous System Diseases
10662,NCT02378714,varenicline,varenicline,Drug|Behavioral,depressed smokers|depression|smokers|smoking cessation|tobacco use disorder,major depressive disorder|tobacco use disorder|nicotine dependence,Diseases Category|unknown
10663,NCT02378974,,cordstem-st,Biological,cerebral infarction|cerebral infarction disease,cerebral infarction,Central Nervous System Diseases
10664,NCT02379026,cholecalciferol,protein drink/diet|cholecalciferol,Behavioral|Dietary Supplement,sarcopenic obesity,sarcopenic obesity|sarcopenia|obesity,unknown|Neurologic Manifestations
10665,NCT02379156,midodrine|midodrine hydrochloride,midodrine hydrochloride,Drug|Other,cervical spinal cord injury|quadriplegia|spinal cord injuries|tetraplegia,quadriplegia|tetraplegia|mild cognitive impairment|hypothermia,Diseases of the nervous system|Neurologic Manifestations|unknown
10666,NCT02379546,,desflurane,Drug,strabismus surgery,"strabismus|anesthesia, general",Cranial Nerve Diseases|unknown
10667,NCT02379754,gentamicin,gentamicins,Drug,schwannoma surgery|vestibular schwannoma surgery,"neuroma, acoustic",Cranial Nerve Diseases
10668,NCT02380573,methylene blue,fd&c blue # 2|methylene blue|phenazopyridine hydrochloride,Drug,alzheimer disease|mild alzheimer's disease|mild cognitive impairment,ad|mild cognitive impairment|alzheimer disease|mci|aging,Neurodegenerative Diseases|unknown
10669,NCT02381795,carbon dioxide|co2,nasal carbon dioxide,Drug,cluster attacks|cluster episode|cluster headache|episodic cluster headache|pain,cluster headache,Central Nervous System Diseases
10670,NCT02382198,glycopyrrolate,glycopyrrolate,Drug,moderate-to-severe sialorrhea|parkinson disease|parkinsons|pd|sialorrhea,parkinson disease|sialorrhea,Central Nervous System Diseases|unknown
10671,NCT02382328,alpha lipoic acid,alpha lipoic acid,Drug,carpal tunnel syndrome|surgical release,carpal tunnel syndrome,Neuromuscular Diseases
10672,NCT02382445,,propofol and sevoflurane,Drug,cognitive deficits|cognitive dysfunction|delirium|demented|dementia|early cognitive dysfunction|early postoperative cognitive dysfunction|emergence delirium|postoperative cognitive deficit|postoperative dementia,anesthesia|delirium|dementia|bispectral index monitor,Diseases of the nervous system|Central Nervous System Diseases|Diseases of the nervous system|Neurologic Manifestations|unknown
10673,NCT02382679,,experimental: vitamin mixture,Dietary Supplement,concussion|post|post-concussion,concussion,Diseases of the nervous system
10674,NCT02382848,prazosin,prazosin,Drug,"bulimic|distressing nightmares|nightmares|stress disorders, post-traumatic","stress disorders, post-traumatic|bulimia nervosa",Diseases of the nervous system|Psychiatry and Psychology Category
10675,NCT02383004,acetaminophen|keto|midazolam,,Other,emergence delirium|myringotomy tube placement,delirium|psychomotor agitation,Diseases of the nervous system|Neurologic Manifestations|Neurologic Manifestations
10676,NCT02383511,smt c1100,smt c1100,Drug,"duchenne muscular dystrophy|muscular dystrophy, duchenne","muscular dystrophy, duchenne",Neuromuscular Diseases
10677,NCT02383758,,glycerin suppository|senna|senna leaf|bisacodyl suppository,Drug,autism spectrum disorder|bms|bowel movement (bm) accidents|encopresis,autistic disorder|encopresis,Diseases of the nervous system|unknown
10678,NCT02384343,dexmedetomidine|dexmedotomidine,normal saline|dexmedetomidine,Drug,cesarean delivery|cesarean section|neuraxial anesthesia|shivering,tremor,Neurologic Manifestations
10679,NCT02384369,prazosin|snc-102,snc-102 sustained release tablet,Drug,combat-related posttraumatic stress disorder|cptsd,"stress disorders, post-traumatic|post-traumatic stress disorders, combat-related",Psychiatry and Psychology Category|unknown
10680,NCT02384928,,conventional medicine,Drug,lumbar disc herniation|sciatic pain|severe non-acute sciatic pain,intervertebral disc displacement|sciatica,Neuromuscular Diseases|unknown
10681,NCT02385500,antimuscarinics|fesoterodine,fesoterodine,Drug,nocturia|overactive bladder|parkinson disease|urgency,"urinary bladder, overactive|parkinson disease",Central Nervous System Diseases|unknown
10682,NCT02385799,sertraline,sertraline,Drug,autism spectrum disorder,autism spectrum disorder,Psychiatry and Psychology Category
10683,NCT02386293,angiotensin receptor antagonist|irbesartan,irbesartan|,Drug|Other,hypertension|normotensive|overweight/obese|salt sensitivity|untreated hypertensive obese african,"obesity|hypertension|stress, psychological|blood pressure",unknown|Psychiatry and Psychology Category
10684,NCT02386306,gc021109,gc021109|,Drug|Other,mild to moderate alzheimer's disease,alzheimer disease,Neurodegenerative Diseases
10685,NCT02386475,levodopa|serotonin,sinemet plus|citalopram,Drug|Other,cerebral infarction|first stroke|stroke,stroke,Central Nervous System Diseases
10686,NCT02386553,isis 396443|nusinersen,nusinersen,Drug,"muscular atrophy, spinal|presymptomatic sma|presymptomatic spinal muscular atrophy|spinal muscular atrophy","spinal muscular atrophy|muscular atrophy, spinal",Neuromuscular Diseases
10687,NCT02387710,tiagabine,tiagabine,Drug,"sleep apnea, obstructive","sleep apnea, obstructive",Sleep Wake Disorders
10688,NCT02388152,lu af20513,"lu af20513, low dose|lu af20513, double high dose|lu af20513, high dose|lu af20513, medium dose",Drug,alzheimer disease|mild alzheimer's disease,alzheimer disease,Neurodegenerative Diseases
10689,NCT02389413,pq912,pq912 oral,Drug|Other,alzheimers disease|early alzheimer's disease|mild cognitive impairment|mild dementia,alzheimer disease,Neurodegenerative Diseases
10690,NCT02389465,,escitalopram + celecoxib,Drug,depressed|depression|inflammation|inflammatory disease|late life depression,depression|inflammation,Psychiatry and Psychology Category|unknown
10691,NCT02389712,fluoxetine|lamotrigine,lamotrigine|fluoxetine,Drug,"bipolar disorder|bipolar i, ii|bipolar schizoaffective depressed",bipolar disorder,Psychiatry and Psychology Category
10692,NCT02389829,diphenhydramine|dopamine antagonist|hydromorphone|opioid|opioids|prochlorperazine,prochlorperazine|hydromorphone|diphenhydramine,Drug,acute migraine|migraine|migraine disorders,migraine disorders|migraine,Diseases of the nervous system|Central Nervous System Diseases
10693,NCT02390089,,capsaicin vapor,Drug,airway protection deficits|apn|aspiration pneumonia|aspiration related lung infection|deficits|disease|disorder|infection|parkinson disease|protective deficits|swallowing dysfunction|uncompensated airway compromise,parkinson disease,Central Nervous System Diseases
10694,NCT02390752,pexidartinib|turalio (r),turalio(r),Drug,"cancer|leukemia|neurofibroma, plexiform|neurofibromatosis 1|refractory leukemia|refractory leukemias|refractory solid tumors|solid tumor|solid tumors|tenosynovial giant cell tumor|tumor|tumors","neurofibroma, plexiform|sarcoma|precursor cell lymphoblastic leukemia-lymphoma|leukemia, promyelocytic, acute",Nervous System Neoplasms|unknown
10695,NCT02390960,sildenafil|sst-6006,sildenafil cream,Drug|Device,ed|erectile dysfunction,erectile dysfunction,Diseases Category
10696,NCT02391571,methadone|naltrexone|oxycodone,oxycodone|oxycodone/naltrexone capsules,Drug,methadone-maintained opioid-dependent,substance withdrawal syndrome,Diseases Category
10697,NCT02391961,,dalfampridine,Drug,fatigue|ino|internuclear ophthalmoparesis|motor fatigue|multiple sclerosis|ocular fatigue|ocular motor fatigue|primary fatigue|primary motor fatigue|visual dysfunction,fatigue|multiple sclerosis|internuclear ophthalmoplegia,Demyelinating Diseases|unknown
10698,NCT02392468,bi 409306,bi 409306,Drug,alzheimer disease|schizophrenia,alzheimer disease|schizophrenia,Diseases of the nervous system|Neurodegenerative Diseases
10699,NCT02393027,,[18f] lbt-999 pet,Drug,parkinson disease|parkinsonien syndrome,parkinson disease,Central Nervous System Diseases
10700,NCT02393339,acetaminophen|paracetamol,acetaminophen|paracetamol,Drug,dental|dental treatment|pain|postoperative pain,"pain, postoperative|analgesia",Diseases of the nervous system|unknown
10701,NCT02393547,lorcaserin|varenicline,lorcaserin|varenicline,Drug,post cessation weight gain|smokers|weight gain,weight gain|tobacco use disorder,Diseases Category|unknown
10702,NCT02393599,cocaine|lorcaserin,lorcaserin|cocaine infusion,Drug,,cocaine-related disorders,Diseases Category
10703,NCT02394418,dexmedetomidine|propofol|sevoflurane,propofol|dexmedetomidine|sevoflurane,Drug,delirium|mechanically ventilated|neuroinflammation|sirs,delirium,Diseases of the nervous system|Neurologic Manifestations
10704,NCT02394457,adrenal cortictropin hormone|caffeine|tetracosactide,tetracosactide|,Drug|Procedure,pain|post dural puncture headache|post-dural puncture headache|post-treatment seizures,post-dural puncture headache,Central Nervous System Diseases
10705,NCT02395510,snri|ssri|vortioxetine,vortioxetine,Drug,panic disorder|pd,panic disorder,Psychiatry and Psychology Category
10706,NCT02396069,jpi-289,jpi-289,Drug,,stroke,Central Nervous System Diseases
10707,NCT02396953,lanreotide|octreotide,lanreotide prf,Drug,acromegaly,acromegaly,Central Nervous System Diseases
10708,NCT02396979,,methadone,Drug,"hiv|hiv-infected|opioid-dependent,",human immunodeficiency virus|acquired immunodeficiency syndrome|opiate addiction|substance-related disorders,Diseases Category|unknown
10709,NCT02397018,,allogeneic umbilical cord blood,Biological,acute ischemic stroke|ischemic stroke|post-stroke|stroke,stroke,Central Nervous System Diseases
10710,NCT02397837,dopamine agonist|pramipexole,pramipexole,Drug,affective symptoms|bd|bipolar|bipolar disorder,bipolar disorder,Psychiatry and Psychology Category
10711,NCT02398136,ketamine,midazolam|ketamine,Drug,"major depression|post traumatic stress disorder|stress disorders, post-traumatic","stress disorders, post-traumatic",Psychiatry and Psychology Category
10712,NCT02398279,arginine,arginine,Other|Dietary Supplement,schizophrenia,schizoaffective disorder|psychotic disorders|schizophrenia,Diseases of the nervous system|Psychiatry and Psychology Category
10713,NCT02398370,,placental matrix-derived mesenchymal stem cells (pmd-mscs),Biological,mild to moderate erectile dysfunction,erectile dysfunction,Diseases Category
10714,NCT02398656,antiplatelet|low dose|tenecteplase|thrombolysis,antiplatelet treatment|tenecteplase,Drug,"acute symptomatic occlusion|ischemic attack, transient|minor ischemic stroke|minor stroke|stroke",stroke,Diseases Category
10715,NCT02398994,corticosteroids|intravenous immunoglobulin|ivig,intravenous methylprednisolone|intravenous immunoglobulin,Drug,"episode of|myelitis, transverse|neuro-myelitis optica|transverse myelitis","myelitis, transverse|neuromyelitis optica",Cranial Nerve Diseases|Central Nervous System Diseases
10716,NCT02400619,botulinum toxin|botulinum toxin type a,botulinum toxin type a,Drug|Device,cerebral palsy|spasticity,cerebral palsy|spasticity,Central Nervous System Diseases|unknown
10717,NCT02401022,azd8529,azd8529,Drug,smokers|smoking|smoking cessation,tobacco use disorder,Diseases Category
10718,NCT02401113,loquat|ursolic acid,ua group,Dietary Supplement,,sarcopenia,Neurologic Manifestations
10719,NCT02401139,ketamine,ketamine,Drug,depression|treatment-resistant depression,depressive disorder,Psychiatry and Psychology Category
10720,NCT02401490,albumin,albumin human,Drug,cirrhosis|hepatic encephalopathy,hepatic encephalopathy|cirrhosis,Central Nervous System Diseases|unknown
10721,NCT02402114,hydrocortisone,hydrocortisone,Drug,"assault|stress disorders, post-traumatic","stress disorders, post-traumatic",Psychiatry and Psychology Category
10722,NCT02402530,neridronic acid,neridronic acid 62.5 mg,Drug,complex regional pain syndrome type i|crps-i|pain,reflex sympathetic dystrophy,Autonomic Nervous System Diseases
10723,NCT02402608,"ergocalciferol|essential amino acids|vitamin d|whey protein|whey protein, amino acids and",dietary supplement,Dietary Supplement,inflammation|malnutrition|sarcopenic,sarcopenia,Neurologic Manifestations
10724,NCT02403947,,suspension media|mesenchymal stem cells,Drug,multiple sclerosis,multiple sclerosis,Demyelinating Diseases
10725,NCT02404155,clozapine|dar|duffy antigen receptor chemokine,clozapine,Drug,benign ethnic neutropenia|clozapine|schizophrenia|treatment-refractory schizophrenia|treatment-resistant sz,schizophrenia,Diseases of the nervous system
10726,NCT02404168,lamotrigine,lamotrigine (generic teva)|lamotrigine (brand lamictal),Drug,epileptic|seizures,epilepsy,Central Nervous System Diseases
10727,NCT02404298,intravenous immunoglobulins|ivig,ivig,Drug,"diseases|polyradiculoneuropathy, chronic inflammatory demyelinating","muscular autoimmune disorders|polyradiculoneuropathy, chronic inflammatory demyelinating|clarkson syndrome|autoimmune diseases",Autoimmune Diseases of the Nervous System|unknown
10728,NCT02404337,betaine,betaine,Drug,cystathionine β-synthase (cbs) deficiency|folate deficiency|homocystinuria|remethylation defects,homocystinuria,Central Nervous System Diseases
10729,NCT02404779,neuromuscular|neuromuscular blocking agents,cisatracurium besilate,Drug|Other,intracranial hypertension|severe tramatic brain injured|severely brain injured,"brain injuries, traumatic|intracranial hypertension",Central Nervous System Diseases
10730,NCT02405091,nbi-98854,nbi-98854,Drug,mood disorders|neuroleptic-induced td|psychotic disorders|schizoaffective disorder|schizophrenia|tardive dyskinesia,tardive dyskinesia,Central Nervous System Diseases
10731,NCT02405403,,[18f]dpa-714 pet,Drug,amyotrophic lateral sclerosis|maria)|neuroinflammation,amyotrophic lateral sclerosis,Central Nervous System Diseases
10732,NCT02405598,albuterol|beta 2-adrenergic agonist|salbutamol,salbutamol|albuterol,Drug,enzyme replacement therapy|glycogen storage disease type ii|infantile-onset pompe disease,glycogen storage disease type ii,Central Nervous System Diseases
10733,NCT02406027,atabecestat,"jnj-54861911, 5 mg|jnj-54861911, 25 mg|jnj-54861911, 10 mg",Drug,ad|early alzheimer's disease,alzheimer disease,Neurodegenerative Diseases
10734,NCT02406066,emb-001|metyrapone|oxazepam,metyrapone & oxazepam,Drug,cigarette smokers|craving cigarettes|smoking,tobacco use disorder|cocaine use disorder,Diseases Category|unknown
10735,NCT02406105,,cyberknife,Drug,parkinson disease|tremor,parkinson disease,Central Nervous System Diseases
10736,NCT02407028,,"hyperbaric oxygen (1.5 ata, no nbh)|hyperbaric oxygen (2.5 ata + nbh)|hyperbaric oxygen (2.0 ata, no nbh)|hyperbaric oxygen (2.0 ata + nbh)|hyperbaric oxygen (2.5 ata, no nbh)|hyperbaric oxygen (1.5 ata + nbh)|normobaric hyperoxia (nbh)",Drug,severe tbi,"brain injuries, traumatic",Central Nervous System Diseases
10737,NCT02407340,neuropeptide|ot|oxytocin,oxytocin,Drug,alcohol use disorder|aud,alcohol-related disorders|alcoholism,Diseases Category|unknown
10738,NCT02407704,,venlafaxine xr|lorazepam,Drug,depression|late life depression,"depression|depressive disorder, major|depressive disorder|major depressive disorder",Psychiatry and Psychology Category|unknown
10739,NCT02407808,cannabinoids,dronabinol,Drug,,cannabis|psychotic disorders,unknown|Psychiatry and Psychology Category
10740,NCT02408172,,amlodipine|metoprolol,Drug,"essential hypertension|hypertension|hypertensive|pneumoconiosis|resistant hypertension|sleep apnea, obstructive",sleep apnea syndromes|hypertension,Sleep Wake Disorders|unknown
10741,NCT02408523,lacosamide,lacosamide tablet||lasosamide oral solution,Drug|Other,idiopathic generalized epilepsy|primary generalized tonic-clonic (pgtc) seizures|primary generalized tonic-clonic seizures,epilepsy,Central Nervous System Diseases
10742,NCT02408549,lacosamide,lacosamide tablet|lacosamide oral solution,Drug,idiopathic generalized epilepsy|primary generalized tonic-clonic seizures|uncontrolled primary generalized tonic-clonic seizures,epilepsy,Central Nervous System Diseases
10743,NCT02408562,snn0031,,Other,parkinson disease|pd,parkinson disease,Central Nervous System Diseases
10744,NCT02409433,iv lacosamide|lacosamide|phenytoin,lacosamide|phenytoin,Drug,seizures,seizures,Neurologic Manifestations
10745,NCT02409459,ferric carboxymaltose|iron,ferric carboxymaltose,Drug,fibromyalgia|iron deficient,fibromyalgia|iron deficiency,Neuromuscular Diseases|unknown
10746,NCT02410200,bg00012|dimethyl fumarate,dimethyl fumarate,Drug,"multiple sclerosis, relapsing-remitting|relapsing-remitting multiple sclerosis","multiple sclerosis, relapsing-remitting",Demyelinating Diseases
10747,NCT02410278,dimethyl fumarate|montelukast,dimethyl fumarate|montelukast,Drug,flushing|multiple sclerosis|relapsing forms of ms|relapsing forms of multiple sclerosis,multiple sclerosis,Demyelinating Diseases
10748,NCT02411123,,idgenetix neuropsychiatric test panel,Genetic,anxiety|depression|neuropsychiatric disorders,depression|anxiety,Psychiatry and Psychology Category|unknown
10749,NCT02411526,consta|risperidone|saber|zx003,zx003 (risperidone-saber®)|risperidone|oral risperidone,Drug,"chronic, stable schizophrenia|psychotic disorders|schizoaffective disorder",schizoaffective disorder|psychotic disorders|schizophrenia,Diseases of the nervous system|Psychiatry and Psychology Category
10750,NCT02411695,brexpipirazole|brexpiprazole|opc-34712,brexpiprazole (opc-34712),Drug,schizophrenia,schizophrenia,Diseases of the nervous system
10751,NCT02411903,clopidogrel|statins,atorvastatin and clopidogrel|rosuvastatin and clopidogrel,Drug,cerebral infarction|clopidogrel resistance|dynamic changes of clopidogrel resistance|dynamic clopidogrel resistance,"clopidogrel,poor metabolism of (disorder)|cerebral infarction",Central Nervous System Diseases|unknown
10752,NCT02412514,bivalent oral poliovirus vaccine|bopv|inactivated poliovirus vaccine,bopv (two dose)|bopv (three dose)|ipv,Biological,,poliomyelitis,Neuromuscular Diseases
10753,NCT02412787,elaprase|idursulfase,elaprase|idursulfase-it,Drug,cognitive impairment|mucopolysaccharidosis ii,mucopolysaccharidosis ii,Neurologic Manifestations
10754,NCT02412917,fv -|fv-100|valaciclovir|valacyclovir,fv-100|valacyclovir|valaciclovir,Drug,acute herpes zoster|ahz|pain|post-herpetic neuralgia,"shingles|herpes zoster|neuralgia, postherpetic",Neuromuscular Diseases|unknown
10755,NCT02413099,,kbmsi-2,Drug,diabetic|ed|erectile dysfunction,erectile dysfunction,Diseases Category
10756,NCT02413554,cholinesterase inhibitor|rivastigmine,rivastigmine patch,Drug,cognitive dysfunction|delirium|dementia|emergence delirium|femur neck fracture|femur neck fracture operation,delirium,Diseases of the nervous system|Neurologic Manifestations
10757,NCT02413918,divalproex|iloperidone|lamotrigine|li|lithium,iloperidone,Drug,bipolar disorder|episode|mixed state|mixed states,bipolar disorder,Psychiatry and Psychology Category
10758,NCT02414152,anakinra|il-1|interleukin-1 receptor antagonist|steroid|steroids,anakinra,Drug,corticosteroid-resistant|sensorineural heaing loss|sudden sensorineural heaing loss|sudden sensorineural hearing loss,"hearing loss, sudden",Neurologic Manifestations
10759,NCT02414308,,adipose tissue stem cell injection,Drug,erectile dysfunction|peyronie's disease|pyronie's disease,peyronie' disease|erectile dysfunction,Diseases Category|unknown
10760,NCT02414503,oxytocin,8iu intranasal oxytocin|24iu intranasal oxytocin,Drug|Device,autism|autism spectrum disorder,autism spectrum disorder,Psychiatry and Psychology Category
10761,NCT02414932,ketamine,midazolam|ketamine,Drug,depression|electroconvulsive therapy|severe depression|treatment-resistant|treatment-resistant depression,depression,Psychiatry and Psychology Category
10762,NCT02415062,donepezil,donepezil,Drug,dementia|parkinson disease,parkinson disease,Central Nervous System Diseases
10763,NCT02415127,interferon gamma|interferon gamma-1b|interferon γ-1b|interferon-γ 1b,interferon γ-1b,Drug,friedreich ataxia,friedreich ataxia,Central Nervous System Diseases
10764,NCT02415153,pomalidomide,pomalidomide,Drug|Other,"brain|recurrent, progressive, or refractory cns tumors|tumor|tumors",recurrent childhood visual pathway glioma|refractory primary central nervous system neoplasm|neurofibromatosis 1|recurrent childhood brain stem glioma|recurrent primary central nervous system neoplasm,Neurocutaneous Syndromes|unknown
10765,NCT02415257,gentamicin,gentamicin,Drug,schwannoma surgery|vestibular schwannoma surgery,"neuroma, acoustic",Cranial Nerve Diseases
10766,NCT02415387,inactive typhoid vaccine,typhoid vaccine,Other|Biological,breast cancer|cancer treatment|depression|fatigue|immune system stress|inflammation|pain|primary cancer treatment|stage i-iiia breast cancer|tumor,stage ib breast cancer|stage ia breast cancer|stage iia breast cancer|cognitive side effects of cancer therapy|recurrent breast carcinoma|depression|stage iib breast cancer|stage iiia breast cancer,unknown|Psychiatry and Psychology Category
10767,NCT02416492,,sb623 cells,Biological,"brain injuries, traumatic|chronic motor deficit|chronic motor deficits|focal traumatic brain injury|tbi","brain injuries, traumatic",Central Nervous System Diseases
10768,NCT02417142,exenatide,exenatide,Drug,negative|schizophrenia,schizoaffective disorder|psychotic disorders|schizophrenia,Diseases of the nervous system|Psychiatry and Psychology Category
10769,NCT02417428,citrulline,citrulline|,Other|Behavioral|Dietary Supplement,obese,sarcopenia|obesity,Neurologic Manifestations|unknown
10770,NCT02417454,,probiostick,Dietary Supplement,stress,"stress, psychological",Psychiatry and Psychology Category
10771,NCT02418273,denosumab|glucocorticoid,denosumab,Drug,bone loss|glucocorticoid-treated|glucocorticoids|rheumatic disorders,systemic lupus erythematosis|vasculitis|juvenile rheumatoid arthritis|polyarthritis|glucocorticoid-induced osteoporosis|osteoporosis|dermatomyositis,unknown|Diseases of the nervous system|Neuromuscular Diseases
10772,NCT02418325,,allogeneic human umbilical cord tissue-derived mesenchymal stem cells,Biological,"chronic cerebrovascular venous insufficiency|multiple sclerosis|multiple sclerosis, relapsing-remitting","multiple sclerosis, relapsing-remitting",Demyelinating Diseases
10773,NCT02418598,aromatic l-amino acid decarboxylase|human aromatic l-amino acid decarboxylase,cohort1|cohort2,Genetic,advanced parkinson's disease|parkinson disease,parkinson disease,Central Nervous System Diseases
10774,NCT02418702,ketamine,0.2 mg/kg ketamine,Drug|Other,acute suicidality|depression|suicidal|suicidal thinking,depression|suicide,Psychiatry and Psychology Category
10775,NCT02418819,pf-06412562,pf-06412562 3mg bid|pf-06412562 9mg bid|pf-06412562 45mg bid,Drug|Other,schizophrenia,schizophrenia,Diseases of the nervous system
10776,NCT02418949,cyproheptadine,cyproheptadine|,Drug|Other,stroke,hemiparesis|muscle spasticity|stroke,Diseases of the nervous system|Central Nervous System Diseases|Neurologic Manifestations
10777,NCT02419313,incobotulinumtoxina,saline|incobotulinumtoxina,Drug,"parkinson "" s disease|parkinson disease|tremor",parkinson|tremor,unknown|Neurologic Manifestations
10778,NCT02419378,alemtuzumab,alemtuzumab,Drug,autoimmune diseases|autoimmune inflammatory neurodegeneration|multiple sclerosis|relapsing remitting form,"multiple sclerosis, relapsing-remitting",Demyelinating Diseases
10779,NCT02420015,,bupropion|nicotine replacement therapy,Drug,schizophrenia|smokers|smoking,cigarette smoking|schizophrenia,Diseases of the nervous system|unknown
10780,NCT02420418,acetylcysteine|n-acetyl-cysteine,n-acetyl-cysteine (nac),Other|Dietary Supplement,bipolar disorder|bipolar. disorders|tobacco use disorder,bipolar disorder,Psychiatry and Psychology Category
10781,NCT02421679,tnx-102,tnx-102 sl,Drug,"military-related|military-related ptsd|stress disorders, post-traumatic","stress disorders, post-traumatic",Psychiatry and Psychology Category
10782,NCT02422264,combined diphtheria-tetanus-acellular pertussis-hepatitis b-inactivated polio-virus and haemophilus influenzae type b vaccine|dpt vaccine|hexavalent vaccine|pneumococcal conjugate vaccine,prevnar13|hexavalent vaccine,Drug|Biological,,diphtheria-tetanus-apertussis-hepatitis b-poliomyelitis-haemophilus influenzae type b vaccines|tetanus|acellular pertussis|poliomyelitis|diphtheria,Neuromuscular Diseases|unknown
10783,NCT02422290,ketamine,ketamine,Drug,- refractory obsessive-compulsive disorder|obsessive-compulsive disorder,obsessive-compulsive disorder,Psychiatry and Psychology Category
