,nct_id,canonical_BioLinkBERT-base_interventions,canonical_aact_interventions,aact_intervention_types,canonical_BioLinkBERT-base_conditions,canonical_aact_conditions,Disease Class
8893,NCT01810731,influenza vaccination|influenza vaccine|influenza vaccines|quadrivalent inactivated influenza vaccine|tiv,double dose qiv|quadrivalent inactivated influenza vaccine (qiv)|inactivated polio vaccine,Biological,hiv|hiv infection|hiv-infected|hiv-uninfected|influenza|malaria|pregnant,poliomyelitis,Neuromuscular Diseases
8894,NCT01810783,brexpiprazole,brexpiprazole,Drug,schizophrenia,schizophrenia,Diseases of the nervous system
8895,NCT01811004,botulinum toxin,,Device,axillary hyperhidrosis,hyperhidrosis,Diseases of the nervous system
8896,NCT01811147,,selective serotonin reuptake inhibitor (ssri),Drug,bipolar disorder|major depression|mania|mood disorders|unipolar and,bipolar disorder,Psychiatry and Psychology Category
8897,NCT01811225,,low-dose progesterone|high-dose progesterone,Drug,smoking,tobacco use disorder|nicotine dependence,Diseases Category
8898,NCT01811459,antipsychotic|antipsychotics|haloperidol|quetiapine|ziprasidone,quetiapine|haloperidol,Drug,critical|critical care|delir|delirium|icu|intensive|intensive care,delirium,Diseases of the nervous system|Neurologic Manifestations
8899,NCT01811498,bevacizumab,bevacizumab,Drug,glioblastoma multiforme|high-grade malignant brain tumors|malignant glioma|newly diagnosed|newly diagnosed glioblastoma multiforme|newly diagnosed malignant glioma|recurrent gbm,brain neoplasms,Nervous System Neoplasms
8900,NCT01811693,gtn|nitroglycerin,glycerly trinitrate,Drug,severely hypertensive stroke|stroke,cerebral hemorrhage,Central Nervous System Diseases
8901,NCT01811940,adderall -|mas -|topiramate,topiramate||adderall-er,Drug|Other,cocaine|cocaine dependence|cocaine-related disorders,cocaine dependence|cocaine-related disorders,Diseases Category
8902,NCT01812044,local,topical anesthetic - 0.5 cc of lidocaine 3.5% ophthalmic gel|topical control - 0.5 cc of hypromellose 0.3% gel|subtenons control - 0.5 cc of normal saline|subtenons anesthetic - preservative-free bupivacaine 0.75%,Drug,pain|postoperative pain|strabismus surgery,strabismus,Cranial Nerve Diseases
8903,NCT01812642,jnj-37822681,jnj-37822681,Drug|Other,stable schizophrenia,schizophrenia,Diseases of the nervous system
8904,NCT01813604,bivalent opv|bopv|f-ipv|fractional inactivated polio vaccine|fractional ipv|inactivated poliovirus vaccine|ipv|oral polio vaccine|polio vaccines|topv|trivalent oral poliovirus vaccine,group b: bivalent oral polio vaccine|group c: inactivated polio vaccine|arm e: f-ipv and bopv|group d: fractional ipv (f-ipv)|group a: trivalent oral polio vaccine,Biological,2 vaccine poliovirus|poliomyelitis|poliovirus|vaccine derived poliovirus|vdpv,poliomyelitis,Neuromuscular Diseases
8905,NCT01813799,da-9801,da-9801 600mg|da-9801 300mg|da-9801 900mg,Drug,diabetic neuropathies|neuralgia|neuropathic pain|pain,diabetic neuropathies,Neuromuscular Diseases
8906,NCT01814527,omega-3 fatty acid|omega-3 fatty acids,doconexent,Dietary Supplement,concussed|concussion|concussions|sport,brain concussion,"Trauma, Nervous System"
8907,NCT01814618,steroid|steroids,budesonide respules,Drug,chronic rhinosinusitis|endoscopic sinus surgery|residual olfactory dysfunction|residual smell loss|sinus surgery,olfaction disorders,Neurologic Manifestations
8908,NCT01814982,jnj-17299425,jnj-17299425,Drug,"brain injuries, traumatic","brain injuries, traumatic",Central Nervous System Diseases
8909,NCT01815073,live attenuated je vaccine|live attenuated varicella vaccine,live attenuated varicella vaccine|live attenuated je vaccine|live attenuated varicella vaccine + live attenuated je vaccine,Biological,,"japanese encephalitis|encephalitis, japanese",Central Nervous System Diseases
8910,NCT01815125,ondansetron,ondansetron,Drug,concussion|head|mild traumatic brain injury|mtbi|post|post concussion,"brain injuries, traumatic|brain concussion","Central Nervous System Diseases|Trauma, Nervous System"
8911,NCT01816334,anti-inflammatory drugs|glucocorticoids|nonsteroidal antiinflammatory drug,methylprednisolone|ketoprofen|sodium chloride,Drug,acute sciatica,sciatica,Neuromuscular Diseases
8912,NCT01816620,dexamethasone|ldex|lenalidomide,"lenalidomide, dexamethasone",Drug,newly diagnosed poems syndrome,poems syndrome,Neuromuscular Diseases
8913,NCT01817166,cholecalciferol,lumbar puncture|urine samples|vitamin d|ergocalciferol|blood sampling,Drug|Biological|Other,clinically isolated syndrome|multiple sclerosis,multiple sclerosis,Demyelinating Diseases
8914,NCT01817816,botulinum toxin type-a,,Procedure,abnormal gait pattern|muscle weakness|spasticity|stroke,stroke,Central Nervous System Diseases
8915,NCT01817907,sedative|trazodone,trazodone,Drug,"sleep apnea, obstructive","sleep apnea, obstructive",Sleep Wake Disorders
8916,NCT01818661,,av-1451,Drug,apraxia of speech|neurodegenerative apraxia of speech|progressive apraxia of speech,"aphasia, primary progressive",Central Nervous System Diseases
8917,NCT01818713,2b3-101|anthracycline|doxorubicin|doxorubicin hydrochloride|glutathione|glutathione (gsh),2b3-101,Drug,breast cancer|lept|leptomeningeal metastases|tumor,meningeal carcinomatosis,Nervous System Neoplasms
8918,NCT01818921,beloranib|methionine aminopeptidase 2 inhibitor|zgn-440,zgn-440 sterile diluent|1.8 mg zgn-440 for injectable suspension|1.2 mg zgn-440 for injectable suspension,Drug,obese|over-weight and|prader-willi syndrome,prader-willi syndrome,Neurologic Manifestations
8919,NCT01819441,acei|angiotensin-converting enzyme inhibitor|azelnidipine|calcium channel blocker|ccb|perindopril,perindopril|hydrochlorothiazide|azelnidipine,Drug,cerebral small vessel diseases|poststroke|small vessel disease,cerebral small vessel diseases,Central Nervous System Diseases
8920,NCT01819727,bmn 165,bmn 165,Drug,hyperphenylalaninemia|pku,phenylketonuria|phenylketonurias,Diseases of the nervous system|Central Nervous System Diseases
8921,NCT01820559,eslicarbazepine acetate,esl 800 mg|esl 1200 mg,Drug,migraine|migraine disorders|migraine with or without aura,migraine disorders|migraine,Diseases of the nervous system|Central Nervous System Diseases
8922,NCT01820585,eslicarbazepine acetate,esl 400 mg|esl 800 mg|esl 1200 mg,Drug,fibromyalgia|fibromyalgia syndrome|fms|pain,fibromyalgia,Neuromuscular Diseases
8923,NCT01820663,ketones,,Other,acute|motor impairment|stroke,stroke,Central Nervous System Diseases
8924,NCT01820715,da-3030,600㎍ of da-3030 injection,Drug,diabetic neuropathic pain|neuralgia|neuropathic pain,diabetic neuropathies,Neuromuscular Diseases
8925,NCT01821118,ponezumab,ponezumab,Biological|Other,cerebral amyloid angiopathy|probable caa|probable cerebral amyloid angiopathy,cerebral amyloid angiopathy,Central Nervous System Diseases
8926,NCT01821378,lurasidone,lurasidone|lurasidone 80 mg once daily initially rerandomized either to 80 mg or 160 mg at week 2,Drug,acute exacerbation of|acutely psychotic|schizophrenia,schizophrenia,Diseases of the nervous system
8927,NCT01821560,baclofen|dopamine-modulating and gamma-aminobutyric acid (gaba) b receptor agonist,baclofen,Drug,cigarette smokers|smokers|smoking,tobacco use disorder|nicotine dependence,Diseases Category
8928,NCT01821690,,buspirone,Drug,"aggression|brain injuries, traumatic|irritability|post-tbi","brain injuries, traumatic",Central Nervous System Diseases
8929,NCT01822249,epi-743,epi-743,Drug,oxidative stress|rett syndrome,rett syndrome,Neurologic Manifestations
8930,NCT01822418,agomelatine|melatonergic antidepressant,agomelatine,Drug,antidepress|major depressive episodes|mdes|psychotic disorders|schizophrenia|schizophrenic|schizophrenic psychoses,schizoaffective disorder|psychotic disorders|schizophrenia,Psychiatry and Psychology Category|Diseases of the nervous system
8931,NCT01822535,midodrine|midodrine hydrochloride,midodrine hydrochloride,Drug,quadriplegia|spinal cord injuries|tetraplegia,quadriplegia|tetraplegia,Diseases of the nervous system|Neurologic Manifestations
8932,NCT01822587,propranolol,"propranolol, 40 mg|propranolol, 80 mg",Drug,cocaine|cocaine addic,cocaine-related disorders,Diseases Category
8933,NCT01822925,da-9801,da-9801 600mg|da-9801 300mg|da-9801 900mg,Drug,diabetic neuropathic pain|diabetic neuropathies|pain,diabetic neuropathies,Neuromuscular Diseases
8934,NCT01822951,cerebrolysin|donepezil,donepezil|cerebrolysin,Drug,dementia of alzheimer's type|mild to moderate alzheimer's disease|mild to moderate dementia of alzheimer's type,alzheimer disease,Neurodegenerative Diseases
8935,NCT01823159,ezogabine,ezogabine,Drug,,epilepsy,Central Nervous System Diseases
8936,NCT01823380,ergocalciferol|vitamin d,,Procedure,als|amyotrophic lateral sclerosis,amyotrophic lateral sclerosis,Central Nervous System Diseases
8937,NCT01823822,,iso-caloric supplement (control product)|oral protein supplement (tested product),Dietary Supplement,anorexia nervosa,anorexia nervosa,Diseases of the nervous system
8938,NCT01824056,,18f-fdg,Drug,"corticobasal degeneration|multiple system atrophy|parkinson disease|parkinsonian disorders|parkinsonism|progressive supranuclear palsy|supranuclear palsy, progressive",parkinson disease,Central Nervous System Diseases
8939,NCT01824082,,perineural infusion [continuous peripheral nerve block(s)],Drug,"amputated|amputation|intractable|pain|persistent|phantom limb|phantom limb "" pain|post-amputation|stump|traumatic amputation|traumatic limb amputation",phantom limb,Diseases Category
8940,NCT01824121,,stem cell therapy,Biological,"parkinsonian disorders|parkinsonism|progressive supranuclear palsy|supranuclear palsy, progressive","progressive supranuclear palsy|supranuclear palsy, progressive",Cranial Nerve Diseases
8941,NCT01825044,ciclosporin|cyclosporine|neurostat,neurostat 10 mg/kg/day|neurostat 5 mg/kg/day,Drug,"brain injuries, traumatic|severe traumatic brain injury","brain injuries, traumatic",Central Nervous System Diseases
8942,NCT01825551,granulocyte colony stimulating factor,granulocyte colony stimulating factor,Drug,amyotrophic lateral sclerosis,amyotrophic lateral sclerosis,Central Nervous System Diseases
8943,NCT01825577,methylphenidate|t -|t-mph,transdermal methylphenidate,Drug,adhd|apathy|dementia|fall|falls|ind,dementia,Diseases of the nervous system|Central Nervous System Diseases
8944,NCT01825616,ergocalciferol|vitamin d,vitamin d2 mushroom powder,Dietary Supplement|Other,doms|exercise-induced muscle damage,myalgia,Neuromuscular Diseases
8945,NCT01825798,metformin,metformin,Drug,antipsychotic medication|atypical antipsychotic medication|autism spectrum disorder|overweight|weight,autism spectrum disorder,Psychiatry and Psychology Category
8946,NCT01825941,diphenhydramine|metoclopramide,diphenhydramine|metoclopramide,Drug,acute migraine|headache|migraine|migraine disorders|standard migraine,migraine disorders|migraine,Diseases of the nervous system|Central Nervous System Diseases
8947,NCT01826110,,[11c]pib,Drug,alzheimer disease,alzheimer disease,Neurodegenerative Diseases
8948,NCT01826422,docosahexaenoic fatty acid|docosahexaenoic fatty acids|eicosapentaenoic fatty acid,epa and dha,Dietary Supplement,"becker muscular dystrophy|dmb|duchenne muscular dystrophy|inflammation|insulin resistance|muscular dystrophy, duchenne|obesity","muscular dystrophy, duchenne",Neuromuscular Diseases
8949,NCT01826474,pro045,"pro045, 0.15 mg/kg/week|pro045, 6.0 mg/kg/week|pro045, 3.0 mg/kg/week|pro045, 9.0 mg/kg/week|pro045, selected dose|pro045, 1.0 mg/kg/week",Drug,"duchenne muscular dystrophy|muscular dystrophy, duchenne","muscular dystrophy, duchenne|duchenne muscular dystrophy",Neuromuscular Diseases
8950,NCT01826487,ataluren,ataluren,Drug,"duchenne muscular dystrophy|dystrophinopathy|muscular dystrophy, duchenne|nonsense (premature stop codon) mutation|nonsense mutation|nonsense mutation dystrophinopathy","neuromuscular diseases|muscular dystrophies|muscular disorders, atrophic|muscular dystrophy, duchenne|nervous system diseases|muscular diseases",Diseases Category|Neuromuscular Diseases
8951,NCT01827046,alteplase,alteplase,Drug,cerebral hemorrhage,cerebral hemorrhage,Central Nervous System Diseases
8952,NCT01827332,oxytocin,saline|oxytocin,Drug,marijuana,marijuana abuse,Diseases Category
8953,NCT01828203,minocycline,minocycline,Procedure|Drug,acute non-penetrating traumatic spinal cord injury|acute spinal cord injury|acute traumatic non-penetrating cervical sci|motor compete sci|motor incomplete sci|spinal cord injuries,spinal cord injuries,"Trauma, Nervous System"
8954,NCT01828294,ig|immunoglobulin|intravenous immunoglobulin,subcutaneous immunoglobulins,Drug,acetylcholine receptor antibody|myasthenia gravis,myasthenia gravis,Neuromuscular Diseases
8955,NCT01828437,adreno-cortico trophic hormone|prednisolone|pyridoxine|steroids,pyridoxine plus prednisolone|prednisolone,Drug,"epileptic|epileptic spasms|infantile spasms|spasm|spasms, infantile","infantile spasms|spasms, infantile",Central Nervous System Diseases
8956,NCT01828944,acids|doconexent|ergocalciferol|polyphenols|vitamin d,olive oil,Dietary Supplement,locomotor dysfunction,sarcopenia,Neurologic Manifestations
8957,NCT01829048,pf 02545920|pf-02545920,pf-02545920,Drug,psychiatric|schizophrenia,schizophrenia,Diseases of the nervous system
8958,NCT01829243,milnacipran,milnacipran,Drug,fatigue|fibromyalgia|pain,fibromyalgia,Neuromuscular Diseases
8959,NCT01829867,snn0031,snn0031,Drug,parkinson disease,parkinson disease,Central Nervous System Diseases
8960,NCT01830517,amlodipine|amlodipine cam|amodipin|losartan,"amlodipine, losartan",Drug,acute ischemic stroke|hypertensive|hypertensive stroke,stroke,Central Nervous System Diseases
8961,NCT01830842,nicotine,nicotine|nicotine gum,Drug|Other,nicotine|nicotine withdrawal,tobacco use disorder,Diseases Category
8962,NCT01831050,bivalent oral polio vaccines|bopv|inactivated polio vaccines|ipv|ipvs,bivalent oral polio vaccine (bopv)|trivalent oral polio vaccine (topv)|monovalent oral polio vaccine type 2 (mopv2)|sanofi-pasteur ipv (sanofi ipv)|glaxo smithkline ipv (gsk ipv)|serum institute of india ipv (sii ipv),Biological,,poliomyelitis,Neuromuscular Diseases
8963,NCT01831440,,medicine,Drug,mdd,depressive disorder,Psychiatry and Psychology Category
8964,NCT01831934,inactivated seasonal influenza vaccine|tiv,fluzone®,Biological,"mitochondrial disease|mitochondrial encephalopathy, lactic acidosis, and stroke-like episodes syndrome",melas syndrome,Neuromuscular Diseases
8965,NCT01831986,antipsychotic|antipsychotics|prasterone|preg|pregnenolone|theanine,pregnenolone and l-theanine,Dietary Supplement|Other,anxiety|chronic sz/sa disorders|psychotic disorders|sa|sa disorder|sa) disorders|schizoaffective (|schizophrenia|schizophrenia (|schizophrenia and|sz|sz /|sz),schizoaffective disorder|psychotic disorders|schizophrenia,Psychiatry and Psychology Category|Diseases of the nervous system
8966,NCT01832038,lacosamide,lacosamide,Drug,epilepsy|or without|partial-onset seizures|secondary generalization,epilepsy,Central Nervous System Diseases
8967,NCT01832350,dextromethorphan|nuedexta|quinidine,nuedexta (20/10),Drug,alzheimer disease|alzheimer's|pseudobulbar affect,alzheimer disease,Neurodegenerative Diseases
8968,NCT01832532,glucagon-like peptide-1|liraglutide,liraglutide,Drug,diabetes|sleep apnea syndromes|sleep disordered breathing,sleep apnea syndromes,Sleep Wake Disorders
8969,NCT01832753,levothyroxine|thyroid hormone replacement,levothyroxine,Drug,down syndrome|subclinical hypothyroidism,down syndrome,Neurologic Manifestations
8970,NCT01832766,dronabinol|medical cannabis,dronabinol|,Drug|Other,delusions|depressed|hallucinations|schizophrenia,schizophrenia,Diseases of the nervous system
8971,NCT01833897,cycloserine|ketamine|nmda antagonists,standard of care|ketamine|cycloserine,Drug,bipolar disorder|depression,bipolar disorder,Psychiatry and Psychology Category
8972,NCT01834053,,autologous stem cell,Biological,chorea|diabetes mellitus|huntingtons chorea,huntington disease,Neurodegenerative Diseases
8973,NCT01834066,,stem cell,Biological,"duchenne muscular dystrophy|muscular dystrophies|muscular dystrophy|muscular dystrophy, duchenne",muscular dystrophies|muscular dystrophy,Neuromuscular Diseases
8974,NCT01834079,,stem cell therapy,Biological,optic nerve diseases,optic atrophy,Cranial Nerve Diseases
8975,NCT01834339,,alloderm|evpome,Biological,dental rehabilitation|large defect mandibular resection|oral reconstructive surgeries|vestibuloplasty,mandibular injuries,"Trauma, Nervous System"
8976,NCT01834482,ketocal,ketocal|modified atkins diet,Dietary Supplement,intractable adult epilepsy|ketosis|medically resistant seizures|modified atkins diet|seizures,seizures|epilepsy,Central Nervous System Diseases|Neurologic Manifestations
8977,NCT01834586,,anesthetic topical adhesive synera,Drug,injection pain|injection site pain|multiple sclerosis|pain|subcutaneous multiple sclerosis medications,multiple sclerosis,Demyelinating Diseases
8978,NCT01834638,abt-126,abt-126,Drug,cia|cognitive impairment|schizophrenia,schizophrenia,Diseases of the nervous system
8979,NCT01834794,nicotine replacement,,Behavioral,cannabis|cannabis use|cannabis use disorders|tobacco|tobacco smoking,cannabis dependence|marijuana abuse,Diseases Category
8980,NCT01834911,tetrabenazine,tetrabenazine withdrawal,Drug,huntington disease|partial dopaminergic depletion,huntington disease,Neurodegenerative Diseases
8981,NCT01835847,,tipepidine hibenzate,Drug,depression,depression,Psychiatry and Psychology Category
8982,NCT01836549,grn163l|imetelstat|imetelstat sodium,imetelstat sodium,Drug,"cancer|diffuse intrinsic pontine glioma|ependymoma and|recurrent high-grade glioma,|recurrent or refractory brain tumors",brain stem neoplasms,Nervous System Neoplasms
8983,NCT01837641,ly3002813,ly3002813-iv|ly3002183-sc,Biological,alzheimer disease|mild cognitive impairment|mild to moderate ad|mild to moderate alzheimer's disease,alzheimer disease,Neurodegenerative Diseases
8984,NCT01837862,bevacizumab|carboplatin|irinotecan|mebendazole|temozolomide|vincristine,bevacizumab|mebendazole|vincristine|temozolomide|irinotecan|carboplatin,Drug,brain neoplasms|cancer|gliomas|high grade gliomas|high-grade gliomas|low-grade glioma|low-grade gliomas|pediatric|pilomyxoid astrocytomas|tumors,optic nerve glioma,Cranial Nerve Diseases
8985,NCT01838174,acthar|corticotropin|methylprednisolone,iv methylprednisolone (steroids)|acthar gel (acth),Drug,acute optic neuritis|aon|fatigue|inflammatory optic nerve injury|ms|multiple|on,multiple sclerosis,Demyelinating Diseases
8986,NCT01838616,naloxone|oxycodone|salicylic acid|tapentadol,oxycodone/naloxone prolonged release|tapentadol prolonged release,Drug,chronic severe pain|low back pain|neuralgia|neuropathic pain|severe chronic low back pain|uncontrolled severe chronic low back pain,neuropathic pain|neuralgia,Neuromuscular Diseases
8987,NCT01838668,bg00012|dimethyl fumarate,dimethyl fumarate,Drug,"multiple sclerosis, relapsing-remitting|relapsing-remitting multiple sclerosis","multiple sclerosis|relapsing-remitting multiple sclerosis|multiple sclerosis, relapsing-remitting",Demyelinating Diseases
8988,NCT01839526,,iohexol,Drug,fabry disease,fabry disease,Central Nervous System Diseases
8989,NCT01839656,isis 396443|nusinersen,nusinersen,Drug,"infantile-onset sma|infantile-onset spinal muscular atrophy|muscular atrophy, spinal|spinal muscular atrophy","spinal muscular atrophy|muscular atrophy, spinal",Neuromuscular Diseases
8990,NCT01840345,acetylcysteine|opioid,acetylcysteine,Drug,chronic neuropathic pain|pain,neuropathic pain|neuralgia,Neuromuscular Diseases
8991,NCT01841125,escitalopram,escitalopram,Drug,alzheimer disease|depression,alzheimer disease,Neurodegenerative Diseases
8992,NCT01841502,antidepressants|escitalopram|paroxetine|telaprevir,telaprevir|paroxetine,Drug,depressive|hcv|hepatitis c,depression,Psychiatry and Psychology Category
8993,NCT01841671,bivalent oral polio vaccines|bopv|inactivated polio vaccine|ipv|opv|rotavirus|rotavirus vaccine|trivalent,mopv type 2|bopv|rotavirus vaccine|ipv,Biological,poliomyelitis|poliovirus|vapp,poliomyelitis,Neuromuscular Diseases
8994,NCT01841827,cilostazol,cilostazol,Drug,headache|migraine|migraine disorders,migraine disorders|migraine,Diseases of the nervous system|Central Nervous System Diseases
8995,NCT01842022,,glucose|sucrose|isomaltulose,Dietary Supplement,cognitive dysfunction|dementia|memory,dementia,Diseases of the nervous system|Central Nervous System Diseases
8996,NCT01842113,rifaximin,rifaximin|lactulose,Drug,cirrhotic|hepatic encephalopathy,hepatic encephalopathy,Central Nervous System Diseases
8997,NCT01842334,cycloserine,nicotine replacement therapy,Drug|Behavioral,cigarette smoking|nicotine-dependent|replacement|smoking|treatment -,tobacco use disorder|nicotine dependence,Diseases Category
8998,NCT01842581,lactulose|rifaximin,rifaximin|lactulose,Drug,cirrhosis|hepatic encephalopathy|recurrent overt hepatic encephalopathy,hepatic encephalopathy,Central Nervous System Diseases
8999,NCT01842841,velaglucerase alfa,velaglucerase alfa,Drug,gaucher disease|type 1 gaucher disease|type 2 gaucher disease|type 3 disease,gaucher disease,Central Nervous System Diseases
9000,NCT01843023,naltrexone|ntx|xr -,extended release naltrexone|buprenorphine,Drug|Behavioral,opioid-dependent,substance-related disorders,Diseases Category
9001,NCT01843075,glp-1 analogue|liraglutide,liraglutide,Drug,alzheimer's dementia|mild alzheimer's dementia|mild alzheimer's disease,alzheimer disease,Neurodegenerative Diseases
9002,NCT01843699,topiramate,topiramate flexible dosage,Drug|Behavioral,depression|gambling|pathological gamblers,gambling,Psychiatry and Psychology Category
9003,NCT01844232,arbaclofen,arbaclofen,Drug,multiple sclerosis|spasticity,multiple sclerosis,Demyelinating Diseases
9004,NCT01844414,a|b (hav|hbv),,Behavioral,,substance-related disorders,Diseases Category
9005,NCT01844726,glyx-13|n-methyl-d-aspartate receptor (nmdar) partial agonist|nmdar partial agonist,glyx-13,Drug,mental disorders,mental disorders,Psychiatry and Psychology Category
9006,NCT01845441,dexmedetomidine,midazolam|dexmedetomidine|fentanyl,Drug,acute ischemic stroke|cerebral vasospasm|endovascular therapy|endovascular treatment,"brain ischemia|intracranial hemorrhages|vasospasm, intracranial|stroke",Central Nervous System Diseases
9007,NCT01845558,proteolytic enzymes|w,wobenzym® plus,Drug|Other,eccentric exercise|eimd|exercise induced muscle damage,myalgia,Neuromuscular Diseases
9008,NCT01845584,immunoglobulin|npb-01|steroid|steroids,npb-01,Drug,anti-aquaporin 4 antibody positive neuromyelitis optica spectrum disorder,neuromyelitis optica spectrum disorder|neuromyelitis optica,Cranial Nerve Diseases
9009,NCT01845740,milatuzumab,milatuzumab,Drug,active systemic lupus erythematosus|lupus|systemic lupus erythematosus,"lupus vasculitis, central nervous system",Central Nervous System Diseases
9010,NCT01846481,cocaine|rbp-8000,rbp-8000 200 mg|rbp-8000 100 mg|cocaine,Drug,cocaine,cocaine dependence|cocaine-related disorders,Diseases Category
9011,NCT01846663,rifaximin,rifaximin,Drug,hepatic encephalopathy|overt hepatic encephalopathy|severe hepatic impairment,hepatic encephalopathy,Central Nervous System Diseases
9012,NCT01846806,rifaximin,,Other,bacterial overgrowth|cirrhosis|delayed intestinal transit|hepatic encephalopathy|slow intestinal transit,hepatic encephalopathy,Central Nervous System Diseases
9013,NCT01847157,,epidermis anesthesia|sham anesthesia,Drug,chronic stroke|severe long-term upper extremity （ ue ） motor impairment|severe ue impairment|severe ue motor impairment|stroke|ue impairment,stroke,Central Nervous System Diseases
9014,NCT01847521,flavonoids|luteolin|quercetin|quercetin glycoside|rutin,"luteolin, quercetin and rutin combined in a capsule",Dietary Supplement,autism|autism spectrum disorder,autism spectrum disorder,Psychiatry and Psychology Category
9015,NCT01847573,ht-100,ht-100,Drug,"duchenne muscular dystrophy|muscular dystrophy, duchenne","muscular dystrophy, duchenne|duchenne muscular dystrophy",Neuromuscular Diseases
9016,NCT01847651,l-ornithine l-aspartate|lola,,Procedure|Other,cirrhosis|cirrhosis of the liver|hepatic encephalopathy|muscle|muscle loss,hepatic encephalopathy,Central Nervous System Diseases
9017,NCT01847755,,oxygen at 1.5 ata (atmospheres absolute).,Drug,"brain injuries, traumatic","brain injuries, traumatic",Central Nervous System Diseases
9018,NCT01847872,combined|inactivated polio vaccine|inactivated poliovirus vaccine|measles|oral polio vaccine|topv|trivalent|yellow,ipv id device|ipv im needle|ipv im device|ipv id needle,Drug,and rubella|fever vaccine|measles rubella|vaccine|yellow fever,poliomyelitis,Neuromuscular Diseases
9019,NCT01849042,donepezil|memantine,donepezil|ebixa,Drug,moderate to severe alzheimer's disease|probable ad|probable alzheimer's disease,alzheimer disease|dementia,Diseases of the nervous system|Central Nervous System Diseases|Neurodegenerative Diseases
9020,NCT01849419,"midomafetamine|oxytocin|±3, 4-methylenedioxymethamphetamine",within-subjects (oxytocin)|within-subjects (mdma),Drug,ecs,substance-related disorders,Diseases Category
9021,NCT01850238,aadvac1,aadvac1,Biological|Other,alzheimer disease|mild-moderate alzheimer's disease,alzheimer disease,Neurodegenerative Diseases
9022,NCT01850355,buspirone,buspirone,Drug,anxiety|autism spectrum disorder,autism spectrum disorder,Psychiatry and Psychology Category
9023,NCT01850381,gm 608|gm608,gm608,Drug,early pd|mild to moderate parkinson disease|pd,parkinson disease,Central Nervous System Diseases
9024,NCT01850420,im|imc -,imc-1,Drug,fibromyalgia|herpes virus,fibromyalgia,Neuromuscular Diseases
9025,NCT01850771,steroid,,Procedure,lumbar radiculopathy|pain,radiculopathy,Diseases of the nervous system|Neuromuscular Diseases
9026,NCT01850784,,high energy formula|standard formula,Dietary Supplement,congenital heart disease,neurodevelopmental disorders,Psychiatry and Psychology Category
9027,NCT01850953,varenicline,varenicline,Drug,schizophrenia,schizophrenia,Diseases of the nervous system
9028,NCT01851057,aeds|antiepileptic,,Behavioral,epilepsy|new-onset epilepsy|newly diagnosed|seizures,epilepsy,Central Nervous System Diseases
9029,NCT01851083,,autologous bone marrow mononuclear cells,Biological,"brain injuries|brain injuries, traumatic|severe tbi|severe traumatic brain injury","brain injuries, traumatic",Central Nervous System Diseases
9030,NCT01851148,,triptans,Drug,chronic migraine|migraine|migraine disorders,migraine disorders|migraine,Diseases of the nervous system|Central Nervous System Diseases
9031,NCT01851499,,ultramicronized pea (normast),Dietary Supplement,neuralgia|neuropathic pain|spinal cord injuries,spinal cord injuries|neuropathic pain|neuralgia,"Neuromuscular Diseases|Trauma, Nervous System"
9032,NCT01851603,anvylic-3288|avl-3288,,Device,,schizophrenia,Diseases of the nervous system
9033,NCT01851850,opicapone,opicapone,Drug,,parkinson disease,Central Nervous System Diseases
9034,NCT01851863,antidepressant,flupentixol-melitracen(psychological) + omeprazole|flupentixol-melitracen(psychological and gi) + omeprazole|omeprazole|flupentixol-melitracen(without explanation) + omeprazole,Drug,fd|functional dyspepsia,depression,Psychiatry and Psychology Category
9035,NCT01852110,acetylcholinesterase inhibitors|acheis|mk-7622,mk-7622|achei,Drug,alzheimer disease|mild to moderate ad|mild to moderate alzheimer's disease,alzheimer disease,Neurodegenerative Diseases
9036,NCT01852331,,pgd granules,Drug,antipsychotic|antipsychotic-induced|hyperprl|hyperprolactinemia|prolactin|schizophrenia|schizophrenic,hyperprolactinemia|schizophrenia,Central Nervous System Diseases|Psychiatry and Psychology Category|Diseases of the nervous system
9037,NCT01852383,dual reuptake inhibitor|dual serotonin-norepinephrine reuptake inhibitors|duloxetine|fluoxetine|serotonin reuptake inhibitor|ssris|venlafaxine,duloxetine,Drug,cardiovascular disease|chronic|depression|disorder|dysthymic disorder|major depressive disorder,depression,Psychiatry and Psychology Category
9038,NCT01853020,cannabinoids|dronabinol|∆9-thc,dronabinol,Drug,,psychotic disorders,Psychiatry and Psychology Category
9039,NCT01853579,,levothyroxine,Drug,depression|depressive|mild thyroid failure|subclinical hypothyroidism,depression,Psychiatry and Psychology Category
9040,NCT01853852,at1001|gr181413a|gr181413a /|iminosugar|migalastat hydrochloride,gr181413a/at1001 solution||gr181413a/at1001 capsule,Drug|Other,fabry disease,fabry disease,Central Nervous System Diseases
9041,NCT01853956,alprazolam|tafil|zamoprax,alprazolam 0.25 mg,Drug,,anxiety disorders,Psychiatry and Psychology Category
9042,NCT01854294,gm6|gm604,gm604,Drug,amyotrophic lateral disease,amyotrophic lateral sclerosis,Central Nervous System Diseases
9043,NCT01854359,idebenone,idebenone,Drug,multiple sclerosis|primary progressive multiple sclerosis,multiple sclerosis,Demyelinating Diseases
9044,NCT01854944,brexpiprazole,brexpiprazole 1mg to 4mg,Drug,,schizophrenia,Diseases of the nervous system
